"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSGACG00000000733" "scaffold_47-63" "scaffold_47" 215639 215843 4.43 7.81e-09
"ENSGACG00000000831" "scaffold_27-290" "scaffold_27" 2309679 2309883 3.31 3.43e-06
"ENSGACG00000000832" "scaffold_27-290" "scaffold_27" 2309679 2309883 3.31 3.43e-06
"ENSGACG00000000839" "scaffold_27-158" "scaffold_27" 2470994 2471198 2.34 7.18e-05
"ENSGACG00000000839" "scaffold_27-195" "scaffold_27" 2445878 2446094 2.89 1.14e-05
"ENSGACG00000000845" "scaffold_27-158" "scaffold_27" 2470994 2471198 2.34 7.18e-05
"ENSGACG00000000848" "scaffold_47-76" "scaffold_47" 893110 893314 3.18 3.83e-06
"ENSGACG00000000867" "scaffold_47-38" "scaffold_47" 1118678 1118882 2.38 8.63e-06
"ENSGACG00000000898" "scaffold_27-300" "scaffold_27" 2609855 2610071 2.67 9.4e-05
"ENSGACG00000000940" "scaffold_37-6" "scaffold_37" 1430883 1431087 2.42 1.39e-08
"ENSGACG00000000966" "scaffold_47-75" "scaffold_47" 1662447 1662663 3.46 1.99e-05
"ENSGACG00000000969" "scaffold_47-75" "scaffold_47" 1662447 1662663 3.46 1.99e-05
"ENSGACG00000001022" "scaffold_27-144" "scaffold_27" 2949559 2949775 2.4 5.58e-05
"ENSGACG00000001025" "scaffold_27-144" "scaffold_27" 2949559 2949775 2.4 5.58e-05
"ENSGACG00000001056" "scaffold_27-99" "scaffold_27" 3031089 3031293 2.7 2.33e-08
"ENSGACG00000001058" "scaffold_27-99" "scaffold_27" 3031089 3031293 2.7 2.33e-08
"ENSGACG00000001123" "scaffold_129-17" "scaffold_129" 50731 50935 4.91 1.61e-07
"ENSGACG00000001123" "scaffold_129-19" "scaffold_129" 50012 50216 3.27 3.17e-05
"ENSGACG00000001125" "scaffold_129-17" "scaffold_129" 50731 50935 4.91 1.61e-07
"ENSGACG00000001173" "scaffold_129-22" "scaffold_129" 161438 161654 11.54 1e-08
"ENSGACG00000001225" "scaffold_181-2" "scaffold_181" 40001 40205 2.77 2.05e-12
"ENSGACG00000001232" "scaffold_181-2" "scaffold_181" 40001 40205 2.77 2.05e-12
"ENSGACG00000001286" "scaffold_27-365" "scaffold_27" 3594794 3594998 3.9 1.84e-06
"ENSGACG00000001294" "scaffold_27-301" "scaffold_27" 3608563 3608767 3.47 9.73e-07
"ENSGACG00000001294" "scaffold_27-644" "scaffold_27" 3660198 3660414 5.19 4.65e-05
"ENSGACG00000001297" "scaffold_27-347" "scaffold_27" 3718529 3718745 4.47 1.13e-06
"ENSGACG00000001297" "scaffold_27-644" "scaffold_27" 3660198 3660414 5.19 4.65e-05
"ENSGACG00000001317" "scaffold_27-366" "scaffold_27" 3836854 3837058 4.7 5.99e-08
"ENSGACG00000001336" "scaffold_27-366" "scaffold_27" 3836854 3837058 4.7 5.99e-08
"ENSGACG00000001355" "scaffold_239-5" "scaffold_239" 19545 19749 4.12 4.41e-07
"ENSGACG00000001366" "scaffold_239-9" "scaffold_239" 34218 34422 4.04 1.5e-07
"ENSGACG00000001405" "scaffold_219-9" "scaffold_219" 46936 47140 3.84 6.75e-10
"ENSGACG00000001405" "scaffold_219-14" "scaffold_219" 46375 46579 4.7 5.99e-08
"ENSGACG00000001413" "scaffold_219-9" "scaffold_219" 46936 47140 3.84 6.75e-10
"ENSGACG00000001413" "scaffold_219-14" "scaffold_219" 46375 46579 4.7 5.99e-08
"ENSGACG00000001422" "groupXVI-214" "groupXVI" 40553 40757 2.33 2.37e-06
"ENSGACG00000001424" "groupXVI-140" "groupXVI" 78353 78557 2.11 2.1e-05
"ENSGACG00000001427" "groupXVI-140" "groupXVI" 78353 78557 2.11 2.1e-05
"ENSGACG00000001443" "scaffold_111-18" "scaffold_111" 82516 82732 3.17 1.76e-05
"ENSGACG00000001463" "groupXVI-246" "groupXVI" 309796 310000 2.13 9.07e-05
"ENSGACG00000001466" "scaffold_27-127" "scaffold_27" 4196848 4197052 2.09 4.36e-06
"ENSGACG00000001468" "scaffold_111-6" "scaffold_111" 199254 199458 2.35 2.57e-06
"ENSGACG00000001469" "scaffold_111-6" "scaffold_111" 199254 199458 2.35 2.57e-06
"ENSGACG00000001473" "scaffold_27-19" "scaffold_27" 4198877 4199081 2.43 2.83e-12
"ENSGACG00000001473" "scaffold_27-40" "scaffold_27" 4201281 4201485 2.39 1.4e-09
"ENSGACG00000001473" "scaffold_27-61" "scaffold_27" 4200676 4200880 2.23 4.33e-08
"ENSGACG00000001487" "scaffold_269-4" "scaffold_269" 30702 30906 2.45 3.92e-07
"ENSGACG00000001488" "groupXVI-246" "groupXVI" 309796 310000 2.13 9.07e-05
"ENSGACG00000001502" "scaffold_269-4" "scaffold_269" 30702 30906 2.45 3.92e-07
"ENSGACG00000001565" "scaffold_27-702" "scaffold_27" 4587099 4587315 5.48 4.65e-05
"ENSGACG00000001591" "scaffold_27-487" "scaffold_27" 4680284 4680488 5.63 1.01e-06
"ENSGACG00000001591" "scaffold_27-486" "scaffold_27" 4679759 4679963 3.27 3.17e-05
"ENSGACG00000001663" "scaffold_27-542" "scaffold_27" 4850222 4850426 5.63 1.01e-06
"ENSGACG00000001663" "scaffold_27-543" "scaffold_27" 4851639 4851843 4.51 1.08e-05
"ENSGACG00000001665" "scaffold_27-542" "scaffold_27" 4850222 4850426 5.63 1.01e-06
"ENSGACG00000001665" "scaffold_27-543" "scaffold_27" 4851639 4851843 4.51 1.08e-05
"ENSGACG00000001666" "groupXXI-63" "groupXXI" 579445 579649 2.24 1.5e-06
"ENSGACG00000001668" "groupXVI-1060" "groupXVI" 2281736 2281940 3.75 6.83e-05
"ENSGACG00000001679" "groupXXI-63" "groupXXI" 579445 579649 2.24 1.5e-06
"ENSGACG00000001689" "scaffold_213-8" "scaffold_213" 48353 48557 3.78 6.9e-08
"ENSGACG00000001697" "scaffold_213-8" "scaffold_213" 48353 48557 3.78 6.9e-08
"ENSGACG00000001697" "scaffold_213-9" "scaffold_213" 49261 49465 3.85 6.15e-07
"ENSGACG00000001816" "groupXVI-579" "groupXVI" 2497624 2497828 3.85 6.15e-07
"ENSGACG00000001836" "groupXXI-229" "groupXXI" 1894622 1894826 2.41 8.43e-05
"ENSGACG00000001848" "groupXXI-229" "groupXXI" 1894622 1894826 2.41 8.43e-05
"ENSGACG00000001878" "groupXVI-292" "groupXVI" 2610260 2610464 2.41 9.3e-06
"ENSGACG00000001883" "groupXVI-292" "groupXVI" 2610260 2610464 2.41 9.3e-06
"ENSGACG00000001892" "groupXVI-294" "groupXVI" 2778585 2778789 5.72 5.7e-15
"ENSGACG00000001893" "groupXVI-294" "groupXVI" 2778585 2778789 5.72 5.7e-15
"ENSGACG00000001943" "groupXVI-1065" "groupXVI" 3089102 3089318 4.04 7.14e-05
"ENSGACG00000001969" "groupXXI-331" "groupXXI" 2093177 2093381 3.75 2.32e-08
"ENSGACG00000001975" "groupXVI-746" "groupXVI" 3211025 3211229 5.2 3.06e-08
"ENSGACG00000001985" "groupXVI-491" "groupXVI" 3218254 3218470 8.94 5.61e-11
"ENSGACG00000002003" "groupX-509" "groupX" 1444733 1444937 3.03 1.24e-05
"ENSGACG00000002010" "groupX-509" "groupX" 1444733 1444937 3.03 1.24e-05
"ENSGACG00000002058" "scaffold_56-22" "scaffold_56" 493925 494129 2.66 3.77e-05
"ENSGACG00000002071" "groupXVI-603" "groupXVI" 3595693 3595909 2.97 4.44e-05
"ENSGACG00000002075" "groupXVI-603" "groupXVI" 3595693 3595909 2.97 4.44e-05
"ENSGACG00000002091" "groupXVI-981" "groupXVI" 3652958 3653174 3.61 7.63e-05
"ENSGACG00000002124" "groupXVI-1076" "groupXVI" 3807122 3807326 4.85 2.19e-06
"ENSGACG00000002130" "groupXVI-1076" "groupXVI" 3807122 3807326 4.85 2.19e-06
"ENSGACG00000002138" "scaffold_54-30" "scaffold_54" 273599 273815 7.21 2.93e-08
"ENSGACG00000002159" "groupV-240" "groupV" 274820 275024 2.82 2.36e-08
"ENSGACG00000002173" "groupV-240" "groupV" 274820 275024 2.82 2.36e-08
"ENSGACG00000002186" "groupXVI-124" "groupXVI" 4113983 4114187 2.23 1.36e-06
"ENSGACG00000002192" "groupXXI-105" "groupXXI" 3090320 3090524 3.18 8.75e-11
"ENSGACG00000002198" "groupXXI-105" "groupXXI" 3090320 3090524 3.18 8.75e-11
"ENSGACG00000002302" "scaffold_54-32" "scaffold_54" 957459 957663 3.75 6.83e-05
"ENSGACG00000002314" "groupXVI-839" "groupXVI" 5183040 5183256 3.75 1.99e-05
"ENSGACG00000002332" "scaffold_54-32" "scaffold_54" 957459 957663 3.75 6.83e-05
"ENSGACG00000002357" "groupX-786" "groupX" 1963427 1963631 4.46 2.86e-07
"ENSGACG00000002376" "groupXVI-447" "groupXVI" 5608604 5608808 2.75 4.58e-06
"ENSGACG00000002381" "groupXIX-289" "groupXIX" 989579 989795 2.74 9.4e-05
"ENSGACG00000002384" "groupXVI-447" "groupXVI" 5608604 5608808 2.75 4.58e-06
"ENSGACG00000002398" "groupXIX-289" "groupXIX" 989579 989795 2.74 9.4e-05
"ENSGACG00000002416" "groupXXI-108" "groupXXI" 4713276 4713480 2.57 1.7e-07
"ENSGACG00000002425" "groupXXI-369" "groupXXI" 5127681 5127885 5.49 5.51e-09
"ENSGACG00000002542" "groupV-732" "groupV" 1204292 1204496 4.91 1.61e-07
"ENSGACG00000002558" "groupXII-647" "groupXII" 74056 74260 2.75 4.58e-06
"ENSGACG00000002566" "groupX-868" "groupX" 2414071 2414275 3.47 8.96e-06
"ENSGACG00000002573" "groupX-868" "groupX" 2414071 2414275 3.47 8.96e-06
"ENSGACG00000002578" "groupV-733" "groupV" 1250741 1250945 4.7 5.99e-08
"ENSGACG00000002578" "groupV-911" "groupV" 1249308 1249512 3.25 9.72e-05
"ENSGACG00000002584" "groupVI-1232" "groupVI" 892015 892219 8.66 4.07e-07
"ENSGACG00000002596" "groupV-248" "groupV" 1279320 1279524 2.4 3e-06
"ENSGACG00000002597" "groupV-248" "groupV" 1279320 1279524 2.4 3e-06
"ENSGACG00000002613" "groupXII-435" "groupXII" 270205 270409 2.34 2.29e-05
"ENSGACG00000002622" "groupXII-435" "groupXII" 270205 270409 2.34 2.29e-05
"ENSGACG00000002638" "groupXIX-956" "groupXIX" 2113480 2113684 6.93 3.09e-07
"ENSGACG00000002644" "groupXIX-956" "groupXIX" 2113480 2113684 6.93 3.09e-07
"ENSGACG00000002663" "groupV-269" "groupV" 1646613 1646817 2.31 6.57e-05
"ENSGACG00000002663" "groupV-809" "groupV" 1668357 1668561 4.62 8e-07
"ENSGACG00000002667" "groupXIX-263" "groupXIX" 2231537 2231741 3.06 1.69e-07
"ENSGACG00000002668" "groupV-809" "groupV" 1668357 1668561 4.62 8e-07
"ENSGACG00000002668" "groupV-916" "groupV" 1683694 1683898 3.47 8.45e-05
"ENSGACG00000002690" "groupXIX-263" "groupXIX" 2231537 2231741 3.06 1.69e-07
"ENSGACG00000002690" "groupXIX-384" "groupXIX" 2249907 2250111 3.64 7.97e-07
"ENSGACG00000002695" "groupXII-512" "groupXII" 551040 551244 2.71 1.32e-05
"ENSGACG00000002699" "groupXII-512" "groupXII" 551040 551244 2.71 1.32e-05
"ENSGACG00000002703" "groupX-155" "groupX" 3023050 3023254 6.35 4.15e-21
"ENSGACG00000002717" "groupXII-1050" "groupXII" 597840 598056 3.35 6.9e-05
"ENSGACG00000002729" "groupXIX-384" "groupXIX" 2249907 2250111 3.64 7.97e-07
"ENSGACG00000002730" "groupVI-858" "groupVI" 1342573 1342777 4.04 1.5e-07
"ENSGACG00000002730" "groupVI-1240" "groupVI" 1346600 1346804 22.53 7.1e-14
"ENSGACG00000002732" "groupVI-858" "groupVI" 1342573 1342777 4.04 1.5e-07
"ENSGACG00000002732" "groupVI-1240" "groupVI" 1346600 1346804 22.53 7.1e-14
"ENSGACG00000002736" "groupVI-375" "groupVI" 1374719 1374923 5.58 4.25e-13
"ENSGACG00000002740" "groupX-155" "groupX" 3023050 3023254 6.35 4.15e-21
"ENSGACG00000002743" "groupVI-375" "groupVI" 1374719 1374923 5.58 4.25e-13
"ENSGACG00000002750" "groupXII-1050" "groupXII" 597840 598056 3.35 6.9e-05
"ENSGACG00000002754" "groupX-113" "groupX" 3180048 3180252 2 4.49e-06
"ENSGACG00000002760" "groupXII-479" "groupXII" 621164 621368 3.25 4.77e-08
"ENSGACG00000002826" "groupXVI-156" "groupXVI" 6990735 6990939 2.07 3.46e-06
"ENSGACG00000002834" "groupXVI-1625" "groupXVI" 7004661 7004877 5.48 4.65e-05
"ENSGACG00000002838" "groupVI-1112" "groupVI" 1776866 1777070 3.96 5.52e-06
"ENSGACG00000002843" "groupVI-1112" "groupVI" 1776866 1777070 3.96 5.52e-06
"ENSGACG00000002866" "groupXVI-79" "groupXVI" 7022297 7022501 2.22 1.2e-07
"ENSGACG00000002869" "groupXVI-79" "groupXVI" 7022297 7022501 2.22 1.2e-07
"ENSGACG00000002885" "groupX-475" "groupX" 3229579 3229783 2.43 3.23e-06
"ENSGACG00000002886" "groupXIX-557" "groupXIX" 2477704 2477908 5.2 3.06e-08
"ENSGACG00000002887" "groupXII-437" "groupXII" 881228 881432 2.49 3.67e-06
"ENSGACG00000002890" "groupV-504" "groupV" 2088200 2088404 3.64 7.97e-07
"ENSGACG00000002892" "groupV-504" "groupV" 2088200 2088404 3.64 7.97e-07
"ENSGACG00000002899" "groupXII-437" "groupXII" 881228 881432 2.49 3.67e-06
"ENSGACG00000002902" "groupXIX-557" "groupXIX" 2477704 2477908 5.2 3.06e-08
"ENSGACG00000002905" "groupVI-1251" "groupVI" 2173711 2173915 20.79 1.6e-12
"ENSGACG00000002914" "groupX-1060" "groupX" 3288106 3288310 3.25 9.72e-05
"ENSGACG00000002916" "groupX-1060" "groupX" 3288106 3288310 3.25 9.72e-05
"ENSGACG00000002926" "groupXII-513" "groupXII" 1057767 1057971 3.33 3.77e-07
"ENSGACG00000002926" "groupXII-834" "groupXII" 1057325 1057529 7.8 6.11e-11
"ENSGACG00000002938" "groupXII-513" "groupXII" 1057767 1057971 3.33 3.77e-07
"ENSGACG00000002938" "groupXII-834" "groupXII" 1057325 1057529 7.8 6.11e-11
"ENSGACG00000002939" "groupXX-1915" "groupXX" 29374 29590 9.23 1.13e-06
"ENSGACG00000002942" "groupXX-1182" "groupXX" 65379 65583 3.47 2.74e-05
"ENSGACG00000002944" "groupVI-220" "groupVI" 2267154 2267358 2.18 3.63e-05
"ENSGACG00000002944" "groupVI-971" "groupVI" 2262395 2262599 8.09 4.98e-09
"ENSGACG00000002947" "groupXX-1182" "groupXX" 65379 65583 3.47 2.74e-05
"ENSGACG00000002949" "groupVI-220" "groupVI" 2267154 2267358 2.18 3.63e-05
"ENSGACG00000002971" "groupXXI-120" "groupXXI" 7313018 7313222 2.52 3.89e-06
"ENSGACG00000002974" "groupXXI-120" "groupXXI" 7313018 7313222 2.52 3.89e-06
"ENSGACG00000002994" "groupVIII-1187" "groupVIII" 442775 442991 4.62 1.61e-05
"ENSGACG00000002995" "groupXXI-131" "groupXXI" 7419557 7419761 2.25 5.11e-06
"ENSGACG00000002998" "groupXXI-131" "groupXXI" 7419557 7419761 2.25 5.11e-06
"ENSGACG00000003000" "groupVI-624" "groupVI" 2414534 2414738 3.18 3.83e-06
"ENSGACG00000003007" "groupVI-624" "groupVI" 2414534 2414738 3.18 3.83e-06
"ENSGACG00000003017" "groupX-1281" "groupX" 3430317 3430533 6.64 2.07e-07
"ENSGACG00000003033" "groupVI-490" "groupVI" 2484154 2484358 3.6 2.94e-08
"ENSGACG00000003033" "groupVI-1117" "groupVI" 2478616 2478820 4.33 3.76e-06
"ENSGACG00000003041" "groupVI-490" "groupVI" 2484154 2484358 3.6 2.94e-08
"ENSGACG00000003113" "groupV-1060" "groupV" 2386373 2386589 10.39 1.11e-07
"ENSGACG00000003122" "groupV-1060" "groupV" 2386373 2386589 10.39 1.11e-07
"ENSGACG00000003136" "groupXX-451" "groupXX" 433568 433772 4.04 1.44e-09
"ENSGACG00000003140" "groupX-1198" "groupX" 3941193 3941397 4.51 1.08e-05
"ENSGACG00000003143" "groupXX-451" "groupXX" 433568 433772 4.04 1.44e-09
"ENSGACG00000003150" "groupXVI-472" "groupXVI" 7544457 7544673 2.63 6.68e-05
"ENSGACG00000003185" "groupXX-1184" "groupXX" 509352 509556 3.75 6.83e-05
"ENSGACG00000003185" "groupXX-1185" "groupXX" 514071 514275 6.07 1.64e-07
"ENSGACG00000003189" "groupXX-1185" "groupXX" 514071 514275 6.07 1.64e-07
"ENSGACG00000003212" "groupVI-222" "groupVI" 2792392 2792596 4.12 1.18e-12
"ENSGACG00000003216" "groupVI-222" "groupVI" 2792392 2792596 4.12 1.18e-12
"ENSGACG00000003216" "groupVI-1120" "groupVI" 2805966 2806170 3.75 6.83e-05
"ENSGACG00000003218" "groupXVII-90" "groupXVII" 490430 490634 2.57 2.53e-09
"ENSGACG00000003231" "groupV-213" "groupV" 2574695 2574899 2.79 6.76e-08
"ENSGACG00000003256" "groupV-213" "groupV" 2574695 2574899 2.79 6.76e-08
"ENSGACG00000003268" "groupV-228" "groupV" 2605675 2605879 8.66 5.11e-24
"ENSGACG00000003268" "groupV-473" "groupV" 2606703 2606907 3.09 1.39e-06
"ENSGACG00000003277" "groupVIII-68" "groupVIII" 1260072 1260276 2.02 1.51e-06
"ENSGACG00000003281" "groupV-822" "groupV" 2727085 2727289 5.2 4.16e-07
"ENSGACG00000003323" "groupXII-659" "groupXII" 1860207 1860411 2.41 8.43e-05
"ENSGACG00000003328" "groupXIX-962" "groupXIX" 3293672 3293876 3.75 6.83e-05
"ENSGACG00000003328" "groupXIX-636" "groupXIX" 3321912 3322128 3.35 6.9e-05
"ENSGACG00000003338" "groupXIX-636" "groupXIX" 3321912 3322128 3.35 6.9e-05
"ENSGACG00000003345" "groupV-420" "groupV" 3431962 3432166 2.6 3.64e-05
"ENSGACG00000003356" "groupV-420" "groupV" 3431962 3432166 2.6 3.64e-05
"ENSGACG00000003360" "groupVI-278" "groupVI" 2945894 2946098 2.37 2.79e-06
"ENSGACG00000003361" "groupV-420" "groupV" 3431962 3432166 2.6 3.64e-05
"ENSGACG00000003365" "groupVI-278" "groupVI" 2945894 2946098 2.37 2.79e-06
"ENSGACG00000003439" "groupVI-775" "groupVI" 3074143 3074347 2.8 3.88e-05
"ENSGACG00000003439" "groupVI-626" "groupVI" 3084241 3084445 4.04 1.5e-07
"ENSGACG00000003439" "groupVI-452" "groupVI" 3050701 3050917 2.76 2.45e-05
"ENSGACG00000003440" "groupX-95" "groupX" 4697705 4697909 2.13 1.58e-07
"ENSGACG00000003443" "groupVI-775" "groupVI" 3074143 3074347 2.8 3.88e-05
"ENSGACG00000003443" "groupVI-626" "groupVI" 3084241 3084445 4.04 1.5e-07
"ENSGACG00000003445" "groupX-95" "groupX" 4697705 4697909 2.13 1.58e-07
"ENSGACG00000003475" "groupVI-310" "groupVI" 3402803 3403007 4 4.93e-10
"ENSGACG00000003488" "groupXVII-426" "groupXVII" 676741 676945 7.51 9.42e-15
"ENSGACG00000003490" "groupXVII-426" "groupXVII" 676741 676945 7.51 9.42e-15
"ENSGACG00000003493" "groupV-691" "groupV" 3701770 3701974 3.96 5.52e-06
"ENSGACG00000003498" "groupV-691" "groupV" 3701770 3701974 3.96 5.52e-06
"ENSGACG00000003500" "groupXXI-27" "groupXXI" 8061285 8061489 2.82 9.1e-14
"ENSGACG00000003502" "groupVI-310" "groupVI" 3402803 3403007 4 4.93e-10
"ENSGACG00000003515" "groupXXI-27" "groupXXI" 8061285 8061489 2.82 9.1e-14
"ENSGACG00000003552" "groupX-1702" "groupX" 5112143 5112359 5.48 4.65e-05
"ENSGACG00000003554" "groupXIX-613" "groupXIX" 4469542 4469746 3.29 1.04e-05
"ENSGACG00000003556" "groupVIII-1784" "groupVIII" 1646340 1646556 10.39 1.11e-07
"ENSGACG00000003562" "groupXIX-613" "groupXIX" 4469542 4469746 3.29 1.04e-05
"ENSGACG00000003570" "groupXVI-1096" "groupXVI" 7959014 7959230 6.35 1.36e-06
"ENSGACG00000003577" "groupVIII-198" "groupVIII" 1660965 1661169 2.31 6.73e-06
"ENSGACG00000003577" "groupVIII-1784" "groupVIII" 1646340 1646556 10.39 1.11e-07
"ENSGACG00000003580" "groupXII-974" "groupXII" 2256612 2256816 3.27 3.17e-05
"ENSGACG00000003596" "groupXII-974" "groupXII" 2256612 2256816 3.27 3.17e-05
"ENSGACG00000003613" "groupXII-1199" "groupXII" 2323965 2324169 3.47 8.45e-05
"ENSGACG00000003615" "groupVIII-198" "groupVIII" 1660965 1661169 2.31 6.73e-06
"ENSGACG00000003622" "groupXIII-1066" "groupXIII" 959291 959495 5.2 4.16e-07
"ENSGACG00000003644" "groupXIII-1380" "groupXIII" 998124 998328 5.2 5.76e-06
"ENSGACG00000003648" "groupXVI-454" "groupXVI" 8252403 8252607 2.72 3.85e-05
"ENSGACG00000003653" "groupXIII-443" "groupXIII" 998928 999132 3.47 1.19e-08
"ENSGACG00000003653" "groupXIII-1211" "groupXIII" 1001910 1002114 5.55 7.4e-08
"ENSGACG00000003653" "groupXIII-1380" "groupXIII" 998124 998328 5.2 5.76e-06
"ENSGACG00000003658" "groupXII-369" "groupXII" 2617020 2617224 2.86 1.91e-07
"ENSGACG00000003658" "groupXII-368" "groupXII" 2602319 2602523 2.49 3.67e-06
"ENSGACG00000003658" "groupXII-766" "groupXII" 2606215 2606419 4.95 1.2e-08
"ENSGACG00000003663" "groupXII-369" "groupXII" 2617020 2617224 2.86 1.91e-07
"ENSGACG00000003670" "groupXVII-182" "groupXVII" 1114545 1114749 2.35 2.57e-06
"ENSGACG00000003671" "groupXX-362" "groupXX" 1398765 1398981 2.31 2.57e-05
"ENSGACG00000003671" "groupXX-1408" "groupXX" 1425495 1425711 4.04 7.14e-05
"ENSGACG00000003679" "groupXX-1408" "groupXX" 1425495 1425711 4.04 7.14e-05
"ENSGACG00000003680" "groupXVII-182" "groupXVII" 1114545 1114749 2.35 2.57e-06
"ENSGACG00000003682" "groupX-1209" "groupX" 5209835 5210039 5.2 5.76e-06
"ENSGACG00000003684" "groupX-279" "groupX" 5215071 5215275 3.05 7.09e-09
"ENSGACG00000003701" "groupXVI-1118" "groupXVI" 8494798 8495002 4.33 3.76e-06
"ENSGACG00000003710" "groupV-691" "groupV" 3995681 3995897 3.35 6.9e-05
"ENSGACG00000003719" "groupV-691" "groupV" 3995681 3995897 3.35 6.9e-05
"ENSGACG00000003725" "groupVI-192" "groupVI" 3676859 3677063 3.16 2.58e-10
"ENSGACG00000003725" "groupVI-1795" "groupVI" 3680573 3680789 5.19 4.65e-05
"ENSGACG00000003729" "groupXX-226" "groupXX" 1761960 1762164 2.17 9.5e-06
"ENSGACG00000003735" "groupXXI-356" "groupXXI" 8640022 8640238 2.89 4.44e-05
"ENSGACG00000003738" "groupXXI-356" "groupXXI" 8640022 8640238 2.89 4.44e-05
"ENSGACG00000003747" "groupXVII-402" "groupXVII" 1180096 1180300 2.31 6.57e-05
"ENSGACG00000003748" "groupXIX-975" "groupXIX" 4852884 4853088 11.26 3.56e-10
"ENSGACG00000003757" "groupXIX-975" "groupXIX" 4852884 4853088 11.26 3.56e-10
"ENSGACG00000003758" "groupVI-192" "groupVI" 3676859 3677063 3.16 2.58e-10
"ENSGACG00000003758" "groupVI-1795" "groupVI" 3680573 3680789 5.19 4.65e-05
"ENSGACG00000003786" "groupV-364" "groupV" 4356651 4356855 2.26 5.46e-05
"ENSGACG00000003800" "groupXII-1716" "groupXII" 3066271 3066487 6.06 1.36e-06
"ENSGACG00000003820" "groupXVI-385" "groupXVI" 8689966 8690170 4.88 2.02e-12
"ENSGACG00000003822" "groupV-392" "groupV" 4468982 4469186 2.41 9.3e-06
