"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSGACG00000002717" "groupXII-962" "groupXII" 581552 581748 2.12 3.95e-05
"ENSGACG00000002804" "groupVI-1354" "groupVI" 1492485 1492681 2.62 6.68e-05
"ENSGACG00000002807" "groupVI-1354" "groupVI" 1492485 1492681 2.62 6.68e-05
"ENSGACG00000002809" "groupV-1234" "groupV" 1943547 1943743 5.83 1.2e-10
"ENSGACG00000002813" "groupV-1234" "groupV" 1943547 1943743 5.83 1.2e-10
"ENSGACG00000002845" "groupXXI-894" "groupXXI" 7170963 7171159 2.65 1.88e-05
"ENSGACG00000002926" "groupXII-1163" "groupXII" 1057330 1057526 4.54 2.57e-11
"ENSGACG00000002932" "groupXVI-741" "groupXVI" 7264701 7264897 2.12 3.95e-05
"ENSGACG00000002932" "groupXVI-1390" "groupXVI" 7253653 7253849 3.33 1.84e-06
"ENSGACG00000002938" "groupXII-1163" "groupXII" 1057330 1057526 4.54 2.57e-11
"ENSGACG00000002964" "groupXXI-760" "groupXXI" 7288118 7288314 2.36 3.34e-05
"ENSGACG00000003078" "groupX-562" "groupX" 3796475 3796671 2.07 2.08e-05
"ENSGACG00000003151" "groupXXI-900" "groupXXI" 7616765 7616961 2.78 4.24e-05
"ENSGACG00000003216" "groupVI-1582" "groupVI" 2812680 2812876 3.78 5.42e-06
"ENSGACG00000003279" "groupXIX-1205" "groupXIX" 3192586 3192782 3.15 5.69e-05
"ENSGACG00000003340" "groupV-876" "groupV" 3381064 3381260 3.06 1.06e-06
"ENSGACG00000003343" "groupV-876" "groupV" 3381064 3381260 3.06 1.06e-06
"ENSGACG00000003344" "groupXVI-1902" "groupXVI" 7679989 7680185 16.04 1.87e-14
"ENSGACG00000003351" "groupXII-1166" "groupXII" 1955591 1955787 3.28 2.27e-08
"ENSGACG00000003354" "groupXII-1166" "groupXII" 1955591 1955787 3.28 2.27e-08
"ENSGACG00000003355" "groupXVI-1902" "groupXVI" 7679989 7680185 16.04 1.87e-14
"ENSGACG00000003359" "groupXII-705" "groupXII" 1989899 1990095 2.36 1.9e-07
"ENSGACG00000003364" "groupXII-705" "groupXII" 1989899 1990095 2.36 1.9e-07
"ENSGACG00000003513" "groupXVII-1655" "groupXVII" 790913 791109 3.3 1.76e-05
"ENSGACG00000003522" "groupXVII-1655" "groupXVII" 790913 791109 3.3 1.76e-05
"ENSGACG00000003553" "groupXXI-451" "groupXXI" 8170348 8170544 2.12 2.47e-05
"ENSGACG00000003601" "groupXXI-451" "groupXXI" 8170348 8170544 2.12 2.47e-05
"ENSGACG00000003613" "groupXII-1440" "groupXII" 2327738 2327934 2.4 8.21e-05
"ENSGACG00000003616" "groupXII-1440" "groupXII" 2327738 2327934 2.4 8.21e-05
"ENSGACG00000003671" "groupXX-1405" "groupXX" 1428218 1428414 3.24 4.53e-06
"ENSGACG00000003671" "groupXX-895" "groupXX" 1442654 1442850 2.77 2.54e-07
"ENSGACG00000003679" "groupXX-1405" "groupXX" 1428218 1428414 3.24 4.53e-06
"ENSGACG00000003679" "groupXX-895" "groupXX" 1442654 1442850 2.77 2.54e-07
"ENSGACG00000003712" "groupXX-608" "groupXX" 1675524 1675720 2.58 6.73e-09
"ENSGACG00000003727" "groupXX-608" "groupXX" 1675524 1675720 2.58 6.73e-09
"ENSGACG00000003735" "groupXXI-698" "groupXXI" 8636279 8636475 2.57 1.26e-05
"ENSGACG00000003738" "groupXXI-698" "groupXXI" 8636279 8636475 2.57 1.26e-05
"ENSGACG00000003745" "groupXVI-617" "groupXVI" 8523321 8523517 2.29 2.57e-05
"ENSGACG00000003807" "groupV-1353" "groupV" 4413391 4413587 3.18 2.75e-05
"ENSGACG00000003910" "groupXVII-545" "groupXVII" 1375943 1376139 2.99 5.23e-08
"ENSGACG00000003937" "groupX-1806" "groupX" 5439855 5440051 6.36 1.48e-09
"ENSGACG00000003978" "groupXVI-450" "groupXVI" 8907208 8907404 2.33 5.61e-07
"ENSGACG00000003992" "groupXVI-450" "groupXVI" 8907208 8907404 2.33 5.61e-07
"ENSGACG00000004033" "groupVI-1182" "groupVI" 4383546 4383742 2.83 8.65e-06
"ENSGACG00000004041" "groupVI-1182" "groupVI" 4383546 4383742 2.83 8.65e-06
"ENSGACG00000004057" "groupXVI-1737" "groupXVI" 9059721 9059917 2.88 6.23e-05
"ENSGACG00000004062" "groupXVI-1737" "groupXVI" 9059721 9059917 2.88 6.23e-05
"ENSGACG00000004157" "groupXXI-452" "groupXXI" 9515793 9515989 2.54 2.4e-06
"ENSGACG00000004163" "groupXXI-452" "groupXXI" 9515793 9515989 2.54 2.4e-06
"ENSGACG00000004163" "groupXXI-1113" "groupXXI" 9544213 9544409 2.41 8.36e-05
"ENSGACG00000004176" "groupXXI-1113" "groupXXI" 9544213 9544409 2.41 8.36e-05
"ENSGACG00000004185" "groupXVIII-429" "groupXVIII" 403285 403481 2.19 8.09e-06
"ENSGACG00000004217" "groupXVIII-429" "groupXVIII" 403285 403481 2.19 8.09e-06
"ENSGACG00000004222" "groupXVI-1413" "groupXVI" 9413743 9413939 6.71 2.18e-10
"ENSGACG00000004281" "groupVIII-1061" "groupVIII" 2413633 2413829 2.66 4.68e-06
"ENSGACG00000004291" "groupXVII-1285" "groupXVII" 1808920 1809116 2.55 4.69e-05
"ENSGACG00000004401" "groupXVIII-438" "groupXVIII" 1060923 1061119 2.38 2.32e-07
"ENSGACG00000004427" "groupXVIII-438" "groupXVIII" 1060923 1061119 2.38 2.32e-07
"ENSGACG00000004493" "groupVI-974" "groupVI" 5302561 5302757 4.13 3.19e-11
"ENSGACG00000004507" "groupVI-974" "groupVI" 5302561 5302757 4.13 3.19e-11
"ENSGACG00000004533" "groupXV-1346" "groupXV" 615502 615698 2.91 1.43e-05
"ENSGACG00000004581" "groupX-2058" "groupX" 7086093 7086289 3.4 6.9e-05
"ENSGACG00000004668" "groupXVIII-1229" "groupXVIII" 1275698 1275894 5.3 3.96e-09
"ENSGACG00000004681" "groupXII-1707" "groupXII" 4334098 4334294 4.24 1.41e-07
"ENSGACG00000004685" "groupXIII-1227" "groupXIII" 2173799 2173995 2.36 3.34e-05
"ENSGACG00000004701" "groupXXI-925" "groupXXI" 10080089 10080285 2.41 8.36e-05
"ENSGACG00000004702" "groupXIII-1227" "groupXIII" 2173799 2173995 2.36 3.34e-05
"ENSGACG00000004706" "groupXXI-925" "groupXXI" 10080089 10080285 2.41 8.36e-05
"ENSGACG00000004716" "groupX-895" "groupX" 7167542 7167738 2.67 1.24e-06
"ENSGACG00000004727" "groupXVIII-603" "groupXVIII" 1388975 1389171 2.31 2.3e-06
"ENSGACG00000004727" "groupXVIII-983" "groupXVIII" 1374800 1374996 2.4 8.21e-05
"ENSGACG00000004766" "groupXX-1171" "groupXX" 2689388 2689584 3.42 1.04e-07
"ENSGACG00000004775" "groupXX-1171" "groupXX" 2689388 2689584 3.42 1.04e-07
"ENSGACG00000004784" "groupXVIII-603" "groupXVIII" 1388975 1389171 2.31 2.3e-06
"ENSGACG00000004841" "groupXI-452" "groupXI" 438308 438504 2.02 1.38e-06
"ENSGACG00000004844" "groupXI-452" "groupXI" 438308 438504 2.02 1.38e-06
"ENSGACG00000004884" "groupVIII-1309" "groupVIII" 3392479 3392675 3.37 1.35e-06
"ENSGACG00000004917" "groupXIII-1687" "groupXIII" 2405558 2405754 3.62 1.46e-06
"ENSGACG00000004992" "groupI-452" "groupI" 787700 787896 2.02 5.55e-07
"ENSGACG00000004995" "groupV-1007" "groupV" 6049257 6049453 2.64 1.77e-05
"ENSGACG00000004996" "groupI-452" "groupI" 787700 787896 2.02 5.55e-07
"ENSGACG00000005010" "groupV-1007" "groupV" 6049257 6049453 2.64 1.77e-05
"ENSGACG00000005034" "groupXVII-698" "groupXVII" 3277481 3277677 2.29 2.57e-05
"ENSGACG00000005058" "groupXVI-1756" "groupXVI" 10323391 10323587 3.59 1.99e-05
"ENSGACG00000005101" "groupX-1314" "groupX" 7716134 7716330 4.66 6.65e-09
"ENSGACG00000005162" "groupXVIII-194" "groupXVIII" 2027471 2027667 2.06 1.69e-08
"ENSGACG00000005206" "groupXVIII-194" "groupXVIII" 2027471 2027667 2.06 1.69e-08
"ENSGACG00000005206" "groupXVIII-847" "groupXVIII" 2056907 2057103 2.7 4.48e-06
"ENSGACG00000005214" "groupI-924" "groupI" 965222 965418 2.11 7.93e-06
"ENSGACG00000005298" "groupXX-1002" "groupXX" 3787282 3787478 2.54 2.4e-06
"ENSGACG00000005301" "groupXX-1002" "groupXX" 3787282 3787478 2.54 2.4e-06
"ENSGACG00000005372" "groupXVI-1003" "groupXVI" 10630300 10630496 2.25 8.94e-05
"ENSGACG00000005373" "groupXVII-547" "groupXVII" 3637999 3638195 2.03 5.32e-05
"ENSGACG00000005376" "groupXVII-1839" "groupXVII" 3670006 3670202 2.97 4.44e-05
"ENSGACG00000005378" "groupXVI-1003" "groupXVI" 10630300 10630496 2.25 8.94e-05
"ENSGACG00000005378" "groupXVI-1297" "groupXVI" 10638291 10638487 2.91 1.43e-05
"ENSGACG00000005452" "groupXII-1459" "groupXII" 5940008 5940204 2.73 2.45e-05
"ENSGACG00000005495" "groupXII-604" "groupXII" 6218199 6218395 2.01 2.21e-06
"ENSGACG00000005498" "groupXII-966" "groupXII" 6336522 6336718 2.1 5.75e-05
"ENSGACG00000005498" "groupXII-604" "groupXII" 6218199 6218395 2.01 2.21e-06
"ENSGACG00000005505" "groupXVII-1413" "groupXVII" 3829992 3830188 3.53 2.23e-06
"ENSGACG00000005512" "groupXVII-1413" "groupXVII" 3829992 3830188 3.53 2.23e-06
"ENSGACG00000005537" "groupXVIII-1557" "groupXVIII" 2578836 2579032 3.36 8.03e-06
"ENSGACG00000005548" "groupXVII-1844" "groupXVII" 3878505 3878701 4.72 3.4e-06
"ENSGACG00000005571" "groupXVII-1844" "groupXVII" 3878505 3878701 4.72 3.4e-06
"ENSGACG00000005573" "groupVI-608" "groupVI" 6700008 6700204 2.04 5.02e-06
"ENSGACG00000005597" "groupXX-1915" "groupXX" 4732642 4732838 3.3 1.76e-05
"ENSGACG00000005600" "groupXX-1915" "groupXX" 4732642 4732838 3.3 1.76e-05
"ENSGACG00000005680" "groupI-520" "groupI" 1875423 1875619 2.12 9.4e-07
"ENSGACG00000005684" "groupI-520" "groupI" 1875423 1875619 2.12 9.4e-07
"ENSGACG00000005687" "groupV-1094" "groupV" 7503174 7503370 2.97 4.44e-05
"ENSGACG00000005716" "groupXII-1904" "groupXII" 6883799 6883995 2.83 3.34e-05
"ENSGACG00000005885" "groupVI-1385" "groupVI" 7076640 7076836 2.4 8.21e-05
"ENSGACG00000005893" "groupVI-1385" "groupVI" 7076640 7076836 2.4 8.21e-05
"ENSGACG00000005895" "groupX-776" "groupX" 8538638 8538834 2.01 7.03e-05
"ENSGACG00000005946" "groupVI-852" "groupVI" 7118062 7118258 2.24 1.24e-05
"ENSGACG00000005986" "groupXVI-954" "groupXVI" 11594097 11594293 2.22 5.99e-05
"ENSGACG00000005991" "groupXVI-954" "groupXVI" 11594097 11594293 2.22 5.99e-05
"ENSGACG00000006049" "groupV-1538" "groupV" 8037869 8038065 6.61 2.07e-07
"ENSGACG00000006073" "groupXVI-1083" "groupXVI" 11695669 11695865 3.19 1.17e-06
"ENSGACG00000006100" "groupVIII-684" "groupVIII" 6159722 6159918 2.54 3.28e-07
"ENSGACG00000006150" "groupI-606" "groupI" 2412383 2412579 2.32 4.21e-08
"ENSGACG00000006161" "groupXX-908" "groupXX" 5616601 5616797 2.06 8.55e-05
"ENSGACG00000006170" "groupXV-1273" "groupXV" 2538944 2539140 2.65 1.88e-05
"ENSGACG00000006176" "groupXV-1273" "groupXV" 2538944 2539140 2.65 1.88e-05
"ENSGACG00000006189" "groupVIII-1658" "groupVIII" 6450876 6451072 3.78 3.91e-07
"ENSGACG00000006322" "groupX-746" "groupX" 9013900 9014096 2.53 5.19e-06
"ENSGACG00000006323" "groupX-746" "groupX" 9013900 9014096 2.53 5.19e-06
"ENSGACG00000006381" "groupV-1541" "groupV" 8286663 8286859 3.78 1.99e-05
"ENSGACG00000006398" "groupXV-1093" "groupXV" 2816310 2816506 2.12 6.33e-05
"ENSGACG00000006413" "groupXV-1093" "groupXV" 2816310 2816506 2.12 6.33e-05
"ENSGACG00000006462" "groupXX-1781" "groupXX" 6435168 6435364 2.55 4.69e-05
"ENSGACG00000006486" "groupI-1549" "groupI" 3316233 3316429 2.61 1.96e-06
"ENSGACG00000006497" "groupXVI-1153" "groupXVI" 12740353 12740549 2.94 2.94e-06
"ENSGACG00000006519" "groupVIII-1793" "groupVIII" 6857202 6857398 3.1 1.45e-05
"ENSGACG00000006527" "groupVIII-1793" "groupVIII" 6857202 6857398 3.1 1.45e-05
"ENSGACG00000006528" "groupXVI-1153" "groupXVI" 12740353 12740549 2.94 2.94e-06
"ENSGACG00000006532" "groupXVII-793" "groupXVII" 5414353 5414549 2.2 4.02e-05
"ENSGACG00000006587" "groupXX-1185" "groupXX" 7078603 7078799 2.74 6.42e-06
"ENSGACG00000006587" "groupXX-1600" "groupXX" 6924680 6924876 5.3 4.92e-11
"ENSGACG00000006602" "groupXVIII-1566" "groupXVIII" 4697896 4698092 3.03 2.02e-05
"ENSGACG00000006610" "groupXX-1600" "groupXX" 6924680 6924876 5.3 4.92e-11
"ENSGACG00000006658" "groupXI-614" "groupXI" 3340120 3340316 2.08 5.04e-07
"ENSGACG00000006669" "groupXI-614" "groupXI" 3340120 3340316 2.08 5.04e-07
"ENSGACG00000006710" "groupXV-553" "groupXV" 2979891 2980087 2.99 9.2e-11
"ENSGACG00000006711" "groupXV-553" "groupXV" 2979891 2980087 2.99 9.2e-11
"ENSGACG00000006741" "groupXVII-1731" "groupXVII" 5577699 5577895 3.6 9.64e-06
"ENSGACG00000006748" "groupXVIII-1000" "groupXVIII" 5061375 5061571 3.25 9.34e-08
"ENSGACG00000006748" "groupXVIII-1132" "groupXVIII" 5017008 5017204 2.4 8.21e-05
"ENSGACG00000006770" "groupXVI-1449" "groupXVI" 13547544 13547740 3.06 1.06e-06
"ENSGACG00000006914" "groupXII-2091" "groupXII" 8754220 8754416 2.83 3.34e-05
"ENSGACG00000006919" "groupXII-2091" "groupXII" 8754220 8754416 2.83 3.34e-05
"ENSGACG00000006927" "groupXIX-895" "groupXIX" 8126920 8127116 2.5 3.27e-05
"ENSGACG00000006929" "groupXIX-895" "groupXIX" 8126920 8127116 2.5 3.27e-05
"ENSGACG00000006946" "groupXVII-869" "groupXVII" 5671473 5671669 3.94 9.22e-09
"ENSGACG00000006965" "groupXV-381" "groupXV" 3707782 3707978 2.45 1.54e-08
"ENSGACG00000006975" "groupXII-2283" "groupXII" 9004440 9004636 4.72 2.48e-07
"ENSGACG00000006984" "groupXX-748" "groupXX" 7831486 7831682 2.18 6.01e-05
"ENSGACG00000006991" "groupXII-2283" "groupXII" 9004440 9004636 4.72 2.48e-07
"ENSGACG00000007004" "groupXX-748" "groupXX" 7831486 7831682 2.18 6.01e-05
"ENSGACG00000007041" "groupXVII-534" "groupXVII" 5838067 5838263 2.04 8.02e-05
"ENSGACG00000007055" "groupXVII-534" "groupXVII" 5838067 5838263 2.04 8.02e-05
"ENSGACG00000007086" "groupVIII-923" "groupVIII" 7894258 7894454 2.91 1.55e-07
"ENSGACG00000007086" "groupVIII-1667" "groupVIII" 7880102 7880298 5.19 1.02e-08
"ENSGACG00000007138" "groupXVII-540" "groupXVII" 5926976 5927172 2.12 9.65e-06
"ENSGACG00000007204" "groupXVII-1123" "groupXVII" 5977035 5977231 2.4 8.21e-05
"ENSGACG00000007205" "groupXII-641" "groupXII" 9433647 9433843 2.12 2.37e-06
"ENSGACG00000007205" "groupXII-2052" "groupXII" 9409959 9410155 3.53 2.23e-06
"ENSGACG00000007219" "groupX-951" "groupX" 10060919 10061115 2.14 9.03e-05
"ENSGACG00000007223" "groupX-951" "groupX" 10060919 10061115 2.14 9.03e-05
"ENSGACG00000007236" "groupX-910" "groupX" 10145729 10145925 2.93 7.64e-07
"ENSGACG00000007251" "groupX-910" "groupX" 10145729 10145925 2.93 7.64e-07
"ENSGACG00000007252" "groupXIII-721" "groupXIII" 6439916 6440112 2.03 5.32e-05
"ENSGACG00000007252" "groupXIII-1242" "groupXIII" 6462171 6462367 2.4 5.43e-06
"ENSGACG00000007265" "groupXVII-1211" "groupXVII" 6025818 6026014 2.4 8.21e-05
"ENSGACG00000007285" "groupVI-575" "groupVI" 8384376 8384572 2.07 1.3e-05
"ENSGACG00000007287" "groupXI-1372" "groupXI" 4195730 4195926 2.36 5.58e-05
"ENSGACG00000007290" "groupXI-1372" "groupXI" 4195730 4195926 2.36 5.58e-05
"ENSGACG00000007293" "groupX-655" "groupX" 10545963 10546159 3.22 1.72e-09
"ENSGACG00000007314" "groupXI-1372" "groupXI" 4195730 4195926 2.36 5.58e-05
"ENSGACG00000007333" "groupXVII-1211" "groupXVII" 6025818 6026014 2.4 8.21e-05
"ENSGACG00000007347" "groupXVII-570" "groupXVII" 6127268 6127464 2.43 8.88e-07
"ENSGACG00000007353" "groupXVII-570" "groupXVII" 6127268 6127464 2.43 8.88e-07
"ENSGACG00000007372" "groupX-1080" "groupX" 10834009 10834205 2.6 1.23e-05
"ENSGACG00000007375" "groupXIII-2200" "groupXIII" 6899687 6899883 3.15 5.69e-05
"ENSGACG00000007377" "groupXIII-2200" "groupXIII" 6899687 6899883 3.15 5.69e-05
"ENSGACG00000007386" "groupXII-1137" "groupXII" 9860559 9860755 2.12 6.33e-05
"ENSGACG00000007396" "groupXII-1137" "groupXII" 9860559 9860755 2.12 6.33e-05
"ENSGACG00000007399" "groupXIII-2008" "groupXIII" 7077536 7077732 2.59 7.86e-05
"ENSGACG00000007406" "groupXIII-2008" "groupXIII" 7077536 7077732 2.59 7.86e-05
"ENSGACG00000007428" "groupI-1991" "groupI" 5612163 5612359 2.25 8.94e-05
"ENSGACG00000007440" "groupI-1991" "groupI" 5612163 5612359 2.25 8.94e-05
"ENSGACG00000007441" "groupVI-1788" "groupVI" 8678368 8678564 3.78 3.91e-07
"ENSGACG00000007541" "groupVIII-1632" "groupVIII" 8551430 8551626 3.36 8.03e-06
"ENSGACG00000007556" "groupXVI-1459" "groupXVI" 14823260 14823456 3.33 1.84e-06
"ENSGACG00000007578" "groupXVI-1459" "groupXVI" 14823260 14823456 3.33 1.84e-06
"ENSGACG00000007616" "groupXIII-2421" "groupXIII" 7283526 7283722 4.72 2.48e-07
"ENSGACG00000007625" "groupXIII-2421" "groupXIII" 7283526 7283722 4.72 2.48e-07
"ENSGACG00000007627" "groupX-1705" "groupX" 11452216 11452412 4.24 1.41e-07
"ENSGACG00000007628" "groupXI-951" "groupXI" 4669989 4670185 2.2 4.02e-05
"ENSGACG00000007633" "groupXI-951" "groupXI" 4669989 4670185 2.2 4.02e-05
"ENSGACG00000007662" "groupX-1705" "groupX" 11452216 11452412 4.24 1.41e-07
"ENSGACG00000007723" "groupXX-1005" "groupXX" 9131723 9131919 2.12 3.95e-05
"ENSGACG00000007749" "groupVI-992" "groupVI" 9147346 9147542 2.32 3.79e-05
"ENSGACG00000007802" "groupVIII-1023" "groupVIII" 8815248 8815444 2.54 2.4e-06
"ENSGACG00000007802" "groupVIII-1024" "groupVIII" 8836665 8836861 2.32 3.79e-05
"ENSGACG00000007816" "groupVIII-1213" "groupVIII" 8846221 8846417 3.58 3.34e-08
"ENSGACG00000007838" "groupVIII-1213" "groupVIII" 8846221 8846417 3.58 3.34e-08
"ENSGACG00000007915" "groupXV-691" "groupXV" 5003721 5003917 2.06 1.13e-05
"ENSGACG00000008135" "groupXVII-1220" "groupXVII" 7323009 7323205 2.4 8.21e-05
"ENSGACG00000008146" "groupXX-1192" "groupXX" 9609965 9610161 2.29 2.57e-05
"ENSGACG00000008148" "groupXVII-1220" "groupXVII" 7323009 7323205 2.4 8.21e-05
"ENSGACG00000008179" "groupVIII-387" "groupVIII" 9401983 9402179 2.12 9.4e-07
"ENSGACG00000008183" "groupVIII-387" "groupVIII" 9401983 9402179 2.12 9.4e-07
"ENSGACG00000008184" "groupXV-658" "groupXV" 5484777 5484973 3.07 2.72e-11
"ENSGACG00000008193" "groupI-2123" "groupI" 6831322 6831518 2.75 6.68e-06
"ENSGACG00000008198" "groupI-2123" "groupI" 6831322 6831518 2.75 6.68e-06
"ENSGACG00000008394" "groupXI-2049" "groupXI" 5306602 5306798 3.3 1.76e-05
"ENSGACG00000008394" "groupXI-2048" "groupXI" 5270214 5270410 3.1 1.45e-05
"ENSGACG00000008455" "groupX-1024" "groupX" 12878066 12878262 2.55 4.69e-05
"ENSGACG00000008471" "groupX-649" "groupX" 12891563 12891759 2.38 3.45e-06
"ENSGACG00000008473" "groupXI-880" "groupXI" 5453167 5453363 2.04 8.02e-05
"ENSGACG00000008491" "groupXVIII-859" "groupXVIII" 7951549 7951745 3.91 7.31e-09
"ENSGACG00000008517" "groupXI-2073" "groupXI" 5606744 5606940 9.54 2.43e-12
"ENSGACG00000008519" "groupXI-2073" "groupXI" 5606744 5606940 9.54 2.43e-12
"ENSGACG00000008609" "groupVI-572" "groupVI" 9845120 9845316 2.2 1.63e-06
"ENSGACG00000008634" "groupXI-1305" "groupXI" 5813416 5813612 2.36 5.58e-05
"ENSGACG00000008641" "groupXI-1305" "groupXI" 5813416 5813612 2.36 5.58e-05
"ENSGACG00000008646" "groupXVI-440" "groupXVI" 17326310 17326506 2.08 2.54e-05
"ENSGACG00000008651" "groupXVI-440" "groupXVI" 17326310 17326506 2.08 2.54e-05
"ENSGACG00000008669" "groupX-1356" "groupX" 13048970 13049166 2.83 9.85e-06
"ENSGACG00000008748" "groupXVII-1256" "groupXVII" 8205258 8205454 2.38 5.28e-05
"ENSGACG00000008773" "groupVIII-1825" "groupVIII" 10275795 10275991 2.97 4.44e-05
