"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSMUSG00000003541" "chr17-5715" "chr17" 35938738 35938928 3.24 8.32e-08
"ENSMUSG00000003581" "chr11-4782" "chr11" 4036924 4037114 2.28 1.55e-05
"ENSMUSG00000003604" "chr2-2897" "chr2" 112382400 112382590 2.05 2.88e-06
"ENSMUSG00000003604" "chr2-10147" "chr2" 112405559 112405749 3.18 1.63e-05
"ENSMUSG00000003657" "chr8-5954" "chr8" 112708450 112708640 2.43 2.05e-05
"ENSMUSG00000003657" "chr8-5955" "chr8" 112710068 112710258 2.47 2.98e-05
"ENSMUSG00000003657" "chr8-7392" "chr8" 112668106 112668296 2.68 2.25e-05
"ENSMUSG00000003746" "chr10-6257" "chr10" 53726123 53726313 2.77 3.08e-05
"ENSMUSG00000003752" "chr7-3330" "chr7" 28011860 28012050 2.64 4.08e-08
"ENSMUSG00000003762" "chr7-7430" "chr7" 28050122 28050312 2.89 1.04e-05
"ENSMUSG00000003949" "chr11-7701" "chr11" 90225781 90225975 2.68 1.77e-05
"ENSMUSG00000003974" "chr5-8333" "chr5" 9558487 9558677 2.77 3.08e-05
"ENSMUSG00000004035" "chr3-3902" "chr3" 107741605 107741795 2.23 5.42e-05
"ENSMUSG00000004038" "chr3-3902" "chr3" 107741605 107741795 2.23 5.42e-05
"ENSMUSG00000004056" "chr7-3259" "chr7" 28398047 28398241 2.63 6.49e-07
"ENSMUSG00000004056" "chr7-5622" "chr7" 28379210 28379404 2.4 5.58e-05
"ENSMUSG00000004069" "chr16-2703" "chr16" 4709095 4709289 2.29 8.94e-05
"ENSMUSG00000004069" "chr16-2627" "chr16" 4657921 4658111 3.46 6.99e-09
"ENSMUSG00000004070" "chr16-3280" "chr16" 4741404 4741594 2.47 2.98e-05
"ENSMUSG00000004071" "chr16-1255" "chr16" 4788515 4788705 2.01 4.73e-05
"ENSMUSG00000004071" "chr16-3280" "chr16" 4741404 4741594 2.47 2.98e-05
"ENSMUSG00000004085" "chr2-7352" "chr2" 72161992 72162182 2.35 5.08e-05
"ENSMUSG00000004098" "chr9-8003" "chr9" 20563315 20563505 3.35 4.78e-06
"ENSMUSG00000004105" "chr2-5066" "chr2" 33102524 33102714 2.45 7.27e-07
"ENSMUSG00000004105" "chr2-6596" "chr2" 33072807 33072997 2.56 1.14e-05
"ENSMUSG00000004110" "chr1-8649" "chr1" 156465748 156465938 3.02 1.34e-05
"ENSMUSG00000004207" "chr10-2936" "chr10" 59759975 59760165 2.12 2.37e-05
"ENSMUSG00000004344" "chr13-3369" "chr13" 21350470 21350660 3.14 1.06e-06
"ENSMUSG00000004360" "chr10-6169" "chr10" 28949453 28949643 4.83 7.24e-10
"ENSMUSG00000004383" "chr8-4725" "chr8" 75697282 75697472 3.86 9.12e-08
"ENSMUSG00000004415" "chr5-5371" "chr5" 137256728 137256922 4.97 8.07e-10
"ENSMUSG00000004415" "chr5-9334" "chr5" 137235411 137235605 5.22 1.02e-08
"ENSMUSG00000004508" "chr7-7055" "chr7" 104319257 104319451 3.98 1.01e-07
"ENSMUSG00000004530" "chr5-3702" "chr5" 114340944 114341134 2.2 2.41e-05
"ENSMUSG00000004530" "chr5-3703" "chr5" 114341930 114342120 2.63 8e-07
"ENSMUSG00000004530" "chr5-7123" "chr5" 114327164 114327358 2.98 4.44e-05
"ENSMUSG00000004568" "chr8-5510" "chr8" 3394586 3394776 3.45 3.53e-07
"ENSMUSG00000004568" "chr8-2252" "chr8" 3415501 3415695 2.23 1.63e-06
"ENSMUSG00000004633" "chr6-2088" "chr6" 54024589 54024779 2.81 9.83e-11
"ENSMUSG00000004654" "chr6-3149" "chr6" 55348113 55348303 2.59 5.72e-07
"ENSMUSG00000004788" "chr12-3357" "chr12" 86574780 86574974 2.16 4e-05
"ENSMUSG00000004789" "chr12-4028" "chr12" 86453182 86453376 2.53 3.27e-05
"ENSMUSG00000004789" "chr12-6188" "chr12" 86464494 86464688 3.15 5.69e-05
"ENSMUSG00000004843" "chr16-1831" "chr16" 65629693 65629883 2.23 5.42e-05
"ENSMUSG00000004849" "chr5-7278" "chr5" 137520562 137520752 2.92 6.85e-07
"ENSMUSG00000004936" "chr9-8494" "chr9" 64063438 64063628 2.89 1.04e-05
"ENSMUSG00000005045" "chr4-5229" "chr4" 151715377 151715567 2.43 2.05e-05
"ENSMUSG00000005087" "chr2-4791" "chr2" 102713626 102713816 2.13 3.58e-05
"ENSMUSG00000005089" "chr2-3350" "chr2" 102504140 102504334 2.18 3.64e-06
"ENSMUSG00000005102" "chr2-10171" "chr2" 118282536 118282726 3.86 9.12e-08
"ENSMUSG00000005103" "chr5-8536" "chr5" 38936556 38936746 2.77 3.08e-05
"ENSMUSG00000005103" "chr5-3930" "chr5" 38940532 38940726 2.25 4.02e-05
"ENSMUSG00000005142" "chr8-4746" "chr8" 87606779 87606973 3.2 3.05e-07
"ENSMUSG00000005150" "chr8-4746" "chr8" 87606779 87606973 3.2 3.05e-07
"ENSMUSG00000005198" "chr11-6147" "chr11" 69566648 69566838 2.4 1.4e-05
"ENSMUSG00000005299" "chr5-5506" "chr5" 34080848 34081038 2.23 5.42e-05
"ENSMUSG00000005312" "chr13-5609" "chr13" 58315044 58315234 3.42 1.85e-05
"ENSMUSG00000005338" "chr1-3006" "chr1" 175287430 175287624 2.28 7.91e-06
"ENSMUSG00000005371" "chr17-1940" "chr17" 88462597 88462787 3.52 1.08e-11
"ENSMUSG00000005371" "chr17-2687" "chr17" 88430155 88430345 2.37 9.55e-06
"ENSMUSG00000005373" "chr5-9199" "chr5" 135582815 135583005 3.02 5.31e-05
"ENSMUSG00000005397" "chr13-4114" "chr13" 13646249 13646439 3.35 4.78e-06
"ENSMUSG00000005483" "chr8-7228" "chr8" 86158518 86158708 2.64 8.7e-05
"ENSMUSG00000005514" "chr5-3786" "chr5" 136179434 136179624 2.19 1.6e-05
"ENSMUSG00000005580" "chr16-4174" "chr16" 4329625 4329815 4.42 1.65e-08
"ENSMUSG00000005580" "chr16-3761" "chr16" 4397357 4397551 21.88 7.54e-21
"ENSMUSG00000005583" "chr13-2698" "chr13" 83671749 83671943 4.47 1.34e-09
"ENSMUSG00000005611" "chr7-8833" "chr7" 118093531 118093721 4.63 3.53e-09
"ENSMUSG00000005682" "chr10-7764" "chr10" 127747395 127747585 3.35 4.78e-06
"ENSMUSG00000005686" "chr7-3953" "chr7" 117920130 117920320 2.78 1.03e-07
"ENSMUSG00000005803" "chr2-3090" "chr2" 122651341 122651531 2.25 6.18e-07
"ENSMUSG00000005864" "chrX-953" "chrX" 69257287 69257477 2.26 1.04e-05
"ENSMUSG00000005871" "chr18-4229" "chr18" 34405995 34406185 3.69 3.56e-07
"ENSMUSG00000005873" "chr18-2583" "chr18" 34528077 34528267 2.83 5.25e-07
"ENSMUSG00000005883" "chr2-5358" "chr2" 172794744 172794934 2.63 8e-07
"ENSMUSG00000005883" "chr2-9515" "chr2" 172799747 172799937 3.14 1.06e-06
"ENSMUSG00000005892" "chr6-2120" "chr6" 92236783 92236973 2.01 7.16e-05
"ENSMUSG00000005947" "chr11-3813" "chr11" 72973826 72974016 2.26 9.17e-07
"ENSMUSG00000005950" "chr11-3813" "chr11" 72973826 72974016 2.26 9.17e-07
"ENSMUSG00000005958" "chr16-3077" "chr16" 21182661 21182855 3.27 4.53e-06
"ENSMUSG00000006019" "chr7-8227" "chr7" 16814418 16814608 2.77 3.08e-05
"ENSMUSG00000006134" "chr16-2681" "chr16" 17453617 17453807 3.52 5.25e-10
"ENSMUSG00000006191" "chr13-2035" "chr13" 29508503 29508693 2.19 1.6e-05
"ENSMUSG00000006219" "chr4-8993" "chr4" 141162036 141162230 3.98 1.99e-05
"ENSMUSG00000006276" "chr8-2909" "chr8" 74879355 74879545 3.02 1.5e-08
"ENSMUSG00000006310" "chr7-3787" "chr7" 31384806 31384996 2.44 3.84e-06
"ENSMUSG00000006313" "chr7-3787" "chr7" 31384806 31384996 2.44 3.84e-06
"ENSMUSG00000006369" "chr15-3502" "chr15" 85128513 85128703 2.63 8e-07
"ENSMUSG00000006369" "chr15-7130" "chr15" 85053864 85054054 3.86 9.12e-08
"ENSMUSG00000006373" "chrX-1388" "chrX" 34141804 34141994 2.89 1.04e-05
"ENSMUSG00000006390" "chr4-9573" "chr4" 118099229 118099419 4.78 4.73e-08
"ENSMUSG00000006392" "chr4-9573" "chr4" 118099229 118099419 4.78 4.73e-08
"ENSMUSG00000006435" "chr19-1777" "chr19" 47323686 47323876 2.01 7.16e-05
"ENSMUSG00000006494" "chr2-8998" "chr2" 71721795 71721989 2.76 2.45e-05
"ENSMUSG00000006538" "chr1-8223" "chr1" 74998229 74998419 5.28 1.74e-09
"ENSMUSG00000006586" "chr4-7959" "chr4" 13694443 13694633 3.3 1.23e-06
"ENSMUSG00000006586" "chr4-3506" "chr4" 13802631 13802825 2.1 5.75e-05
"ENSMUSG00000006586" "chr4-7284" "chr4" 13630309 13630503 3.58 1.99e-05
"ENSMUSG00000006642" "chr5-9520" "chr5" 31277240 31277430 3.02 5.31e-05
"ENSMUSG00000006699" "chr4-8701" "chr4" 136858052 136858242 4.22 7.4e-08
"ENSMUSG00000006705" "chr17-1876" "chr17" 31733944 31734134 2.46 1.39e-07
"ENSMUSG00000006800" "chr2-8509" "chr2" 165988562 165988752 2.56 1.14e-05
"ENSMUSG00000006906" "chr6-1431" "chr6" 83491472 83491666 2.1 1.06e-06
"ENSMUSG00000007035" "chr17-4712" "chr17" 35185820 35186014 2.65 6.68e-05
"ENSMUSG00000007038" "chr17-5142" "chr17" 35078611 35078801 2.3 2.31e-05
"ENSMUSG00000007279" "chr7-4255" "chr7" 116996187 116996377 2.01 4.73e-05
"ENSMUSG00000007440" "chr18-3808" "chr18" 37127389 37127579 3.16 4.15e-06
"ENSMUSG00000007476" "chr2-6562" "chr2" 30103330 30103520 2.38 7.51e-05
"ENSMUSG00000007476" "chr2-5038" "chr2" 30126079 30126269 2.51 7.98e-06
"ENSMUSG00000007617" "chr13-4598" "chr13" 94189719 94189913 2.71 4.68e-06
"ENSMUSG00000007682" "chr12-5491" "chr12" 91973780 91973970 3.52 2.61e-08
"ENSMUSG00000007817" "chr14-1926" "chr14" 26345640 26345830 2.24 8.13e-05
"ENSMUSG00000007817" "chr14-4247" "chr14" 26366001 26366191 2.38 7.51e-05
"ENSMUSG00000007817" "chr14-2092" "chr14" 26442118 26442312 2.32 1.74e-05
"ENSMUSG00000007817" "chr14-3476" "chr14" 26337271 26337465 2.88 2.25e-06
"ENSMUSG00000007880" "chr4-2973" "chr4" 133261676 133261866 2.82 7.08e-09
"ENSMUSG00000008318" "chr7-4556" "chr7" 107994075 107994265 2.32 3.43e-05
"ENSMUSG00000008398" "chr10-2452" "chr10" 92718233 92718423 2.01 4.73e-05
"ENSMUSG00000008398" "chr10-2817" "chr10" 92718697 92718887 2.3 2.31e-05
"ENSMUSG00000008398" "chr10-7513" "chr10" 92782569 92782759 2.77 3.08e-05
"ENSMUSG00000008398" "chr10-6007" "chr10" 92771127 92771321 2.86 3.34e-05
"ENSMUSG00000008429" "chr9-4823" "chr9" 25022718 25022908 2.35 5.08e-05
"ENSMUSG00000008575" "chr4-2412" "chr4" 82143843 82144033 2.01 2.07e-05
"ENSMUSG00000008575" "chr4-3301" "chr4" 82117284 82117474 2.07 7.79e-05
"ENSMUSG00000008730" "chr3-2771" "chr3" 103577910 103578100 2.61 1.53e-07
"ENSMUSG00000008859" "chr13-5998" "chr13" 17988726 17988916 5.36 1.15e-07
"ENSMUSG00000008999" "chr2-5358" "chr2" 172794744 172794934 2.63 8e-07
"ENSMUSG00000008999" "chr2-9515" "chr2" 172799747 172799937 3.14 1.06e-06
"ENSMUSG00000009035" "chr15-1840" "chr15" 79198316 79198510 2.32 3.1e-07
"ENSMUSG00000009070" "chr10-4579" "chr10" 74483764 74483954 2.51 7.98e-06
"ENSMUSG00000009090" "chr11-7239" "chr11" 4928593 4928787 4.31 5.89e-09
"ENSMUSG00000009293" "chr10-2229" "chr10" 77097559 77097753 2.22 1.8e-05
"ENSMUSG00000009394" "chr6-2802" "chr6" 115086594 115086784 2.28 1.55e-05
"ENSMUSG00000009418" "chr1-3165" "chr1" 137435393 137435583 2.31 2.98e-06
"ENSMUSG00000009418" "chr1-4876" "chr1" 137484813 137485003 3.46 6.99e-09
"ENSMUSG00000009418" "chr1-4872" "chr1" 137405759 137405949 2.15 8.17e-05
"ENSMUSG00000009418" "chr1-6709" "chr1" 137433948 137434138 2.65 4.22e-06
"ENSMUSG00000009470" "chr13-5143" "chr13" 99658925 99659115 2.51 4.3e-05
"ENSMUSG00000009545" "chr7-6029" "chr7" 150576272 150576462 4.02 2.24e-08
"ENSMUSG00000009569" "chr16-2220" "chr16" 13338375 13338565 2.41 2.64e-06
"ENSMUSG00000009569" "chr16-3764" "chr16" 13319224 13319414 6.79 3.1e-14
"ENSMUSG00000009569" "chr16-4266" "chr16" 13392980 13393170 3.14 1.06e-06
"ENSMUSG00000009621" "chr2-7888" "chr2" 27195470 27195660 3.02 3.39e-06
"ENSMUSG00000009630" "chr8-5114" "chr8" 34718993 34719183 3.14 1.06e-06
"ENSMUSG00000009681" "chr10-2117" "chr10" 74576622 74576812 2.01 2.07e-05
