"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSMUSG00000001467" "chr5-90" "chr5" 4104540 4104700 2.17 1.64e-06
"ENSMUSG00000001524" "chr17-416" "chr17" 35810434 35810594 2.34 4.98e-06
"ENSMUSG00000001524" "chr17-527" "chr17" 35804670 35804830 3.41 5.78e-10
"ENSMUSG00000001576" "chr17-474" "chr17" 26698860 26699020 2.08 5.75e-05
"ENSMUSG00000001576" "chr17-1021" "chr17" 26732852 26733012 2.51 8.87e-06
"ENSMUSG00000001576" "chr17-1917" "chr17" 26799722 26799882 5.63 1.24e-07
"ENSMUSG00000001751" "chr11-1635" "chr11" 100925280 100925440 3.08 2.51e-07
"ENSMUSG00000001774" "chr9-598" "chr9" 18096204 18096364 4.24 5.59e-13
"ENSMUSG00000001829" "chr7-651" "chr7" 108812302 108812462 2.57 8.87e-06
"ENSMUSG00000001833" "chr9-508" "chr9" 25012034 25012194 2.27 7.18e-07
"ENSMUSG00000001911" "chr8-501" "chr8" 87274081 87274235 2.01 8.52e-05
"ENSMUSG00000001986" "chrX-481" "chrX" 38755766 38755926 2.86 8.65e-06
"ENSMUSG00000002102" "chr2-1581" "chr2" 90901026 90901180 2.72 3.86e-05
"ENSMUSG00000002105" "chr2-1581" "chr2" 90901026 90901180 2.72 3.86e-05
"ENSMUSG00000002105" "chr2-668" "chr2" 90911000 90911160 2.06 2.54e-05
"ENSMUSG00000002107" "chr2-1961" "chr2" 6836066 6836220 2.72 8.43e-05
"ENSMUSG00000002107" "chr2-757" "chr2" 6803652 6803812 2.2 2.69e-05
"ENSMUSG00000002107" "chr2-1965" "chr2" 7068807 7068967 2.69 2.45e-05
"ENSMUSG00000002111" "chr2-668" "chr2" 90911000 90911160 2.06 2.54e-05
"ENSMUSG00000002228" "chr3-3321" "chr3" 104590879 104591039 4.9 3.4e-06
"ENSMUSG00000002233" "chr3-3321" "chr3" 104590879 104591039 4.9 3.4e-06
"ENSMUSG00000002279" "chr17-661" "chr17" 25716226 25716386 2.88 1.55e-07
"ENSMUSG00000002346" "chr8-780" "chr8" 72735621 72735781 2.75 4.45e-07
"ENSMUSG00000002365" "chr17-1088" "chr17" 5823146 5823300 3.06 4.39e-05
"ENSMUSG00000002365" "chr17-2509" "chr17" 5839967 5840127 4.9 3.4e-06
"ENSMUSG00000002489" "chr16-574" "chr16" 89818405 89818559 2.3 9.59e-05
"ENSMUSG00000002489" "chr16-479" "chr16" 89817634 89817794 2.37 3.79e-05
"ENSMUSG00000002578" "chr10-3" "chr10" 128063600 128063760 2.79 1.34e-12
"ENSMUSG00000002608" "chr7-1532" "chr7" 26497284 26497438 2.85 1.33e-05
"ENSMUSG00000002617" "chr17-1008" "chr17" 23329028 23329188 3.21 1.17e-06
"ENSMUSG00000002781" "chr7-306" "chr7" 53152721 53152881 2.2 6.88e-08
"ENSMUSG00000002797" "chr6-748" "chr6" 54943212 54943372 3.4 1.04e-07
"ENSMUSG00000002799" "chr12-1397" "chr12" 114161799 114161953 4.9 7.25e-08
"ENSMUSG00000002871" "chr6-706" "chr6" 88876713 88876867 2.38 3.94e-05
"ENSMUSG00000002871" "chr6-707" "chr6" 88921141 88921295 2.63 1.04e-05
"ENSMUSG00000002949" "chr8-642" "chr8" 4275658 4275818 2.01 8.02e-05
"ENSMUSG00000002968" "chr7-687" "chr7" 52125663 52125823 2.28 1.56e-06
"ENSMUSG00000002980" "chr7-2410" "chr7" 20339739 20339893 3.5 7.85e-06
"ENSMUSG00000003062" "chr13-1087" "chr13" 19459359 19459513 4.77 1e-08
"ENSMUSG00000003072" "chr10-1280" "chr10" 79608917 79609071 2.87 6.29e-05
"ENSMUSG00000003072" "chr10-1279" "chr10" 79607870 79608024 3.57 1.06e-06
"ENSMUSG00000003099" "chr7-2044" "chr7" 17607068 17607222 8.17 2.92e-11
"ENSMUSG00000003131" "chr9-1227" "chr9" 45819831 45819991 5.44 5.6e-12
"ENSMUSG00000003153" "chr6-235" "chr6" 122714320 122714480 2.24 2.42e-06
"ENSMUSG00000003178" "chr6-2038" "chr6" 121004003 121004157 3.03 2.03e-05
"ENSMUSG00000003178" "chr6-294" "chr6" 121080825 121080985 2 1.42e-05
"ENSMUSG00000003198" "chr17-855" "chr17" 56031961 56032121 3.6 6.06e-10
"ENSMUSG00000003199" "chr17-1759" "chr17" 56170478 56170638 3.31 1.76e-05
"ENSMUSG00000003200" "chr17-1759" "chr17" 56170478 56170638 3.31 1.76e-05
"ENSMUSG00000003234" "chr16-406" "chr16" 20548286 20548446 2.25 7.91e-06
"ENSMUSG00000003271" "chr7-3965" "chr7" 53005079 53005239 2.94 4.44e-05
"ENSMUSG00000003279" "chr17-1598" "chr17" 71104750 71104910 3.04 1.45e-05
"ENSMUSG00000003378" "chr7-946" "chr7" 25792291 25792451 3.31 3.55e-07
"ENSMUSG00000003411" "chr4-2384" "chr4" 108551637 108551791 3.91 7e-08
"ENSMUSG00000003541" "chr17-1251" "chr17" 35945307 35945467 4.55 1.82e-08
"ENSMUSG00000003545" "chr7-98" "chr7" 19886354 19886514 2.69 3.45e-09
"ENSMUSG00000003581" "chr11-42" "chr11" 4035255 4035415 2.11 6.76e-08
"ENSMUSG00000003617" "chr3-1302" "chr3" 19853531 19853691 2.77 2.45e-05
"ENSMUSG00000003810" "chr4-2763" "chr4" 116041299 116041459 16.16 1.87e-14
"ENSMUSG00000003873" "chr7-1240" "chr7" 52722407 52722567 2.64 1.77e-05
"ENSMUSG00000003955" "chr16-1291" "chr16" 36063272 36063432 3.53 1.99e-05
"ENSMUSG00000003974" "chr5-2672" "chr5" 9721838 9721998 2.69 2.45e-05
"ENSMUSG00000004035" "chr3-1735" "chr3" 107734450 107734610 3.23 6.9e-05
"ENSMUSG00000004044" "chr11-1832" "chr11" 100844740 100844894 3.33 1.85e-06
"ENSMUSG00000004056" "chr7-1330" "chr7" 28376118 28376278 3.88 7.31e-09
"ENSMUSG00000004069" "chr16-472" "chr16" 4655696 4655850 2.3 9.59e-05
"ENSMUSG00000004069" "chr16-1068" "chr16" 4659819 4659973 7.15 8.07e-12
"ENSMUSG00000004085" "chr2-987" "chr2" 72314006 72314166 2.32 3.79e-05
"ENSMUSG00000004085" "chr2-917" "chr2" 72123876 72124036 2.57 1.7e-06
"ENSMUSG00000004096" "chr9-504" "chr9" 14305142 14305302 2.08 5.75e-05
"ENSMUSG00000004127" "chr3-85" "chr3" 137806501 137806661 2.04 7.52e-06
"ENSMUSG00000004270" "chr6-533" "chr6" 124612452 124612612 2.43 2.06e-06
"ENSMUSG00000004383" "chr8-212" "chr8" 75878635 75878795 2.14 1.64e-06
"ENSMUSG00000004383" "chr8-516" "chr8" 75877832 75877992 2.34 1.31e-07
"ENSMUSG00000004393" "chr11-1231" "chr11" 6167540 6167700 3.1 9.64e-07
"ENSMUSG00000004451" "chr1-1494" "chr1" 121343513 121343667 3.31 2.8e-05
"ENSMUSG00000004530" "chr5-2424" "chr5" 114307423 114307577 3.63 1.58e-05
"ENSMUSG00000004651" "chr7-3545" "chr7" 94733925 94734085 4.04 4.89e-06
"ENSMUSG00000004698" "chr12-716" "chr12" 35212879 35213039 2.25 4.02e-05
"ENSMUSG00000004771" "chr9-718" "chr9" 64658669 64658829 2.33 2.3e-06
"ENSMUSG00000004771" "chr9-1646" "chr9" 64584295 64584455 2.66 9.4e-05
"ENSMUSG00000004865" "chr17-1399" "chr17" 28761446 28761600 3.06 4.39e-05
"ENSMUSG00000004934" "chr10-1190" "chr10" 80630289 80630449 2.72 6.42e-06
"ENSMUSG00000004945" "chr17-1093" "chr17" 5400863 5401023 3.49 1.04e-07
"ENSMUSG00000004994" "chr8-177" "chr8" 86794075 86794235 2.51 4.49e-08
"ENSMUSG00000005034" "chr3-488" "chr3" 146374424 146374584 2.12 2.67e-05
"ENSMUSG00000005045" "chr4-2192" "chr4" 151722504 151722658 4.08 7.49e-06
"ENSMUSG00000005069" "chr6-106" "chr6" 124365645 124365805 2.11 4.54e-08
"ENSMUSG00000005078" "chr12-222" "chr12" 73187204 73187364 2.04 7.52e-06
"ENSMUSG00000005089" "chr2-1815" "chr2" 102519259 102519413 2.86 2.88e-05
"ENSMUSG00000005089" "chr2-927" "chr2" 102500614 102500774 2.25 7.91e-06
"ENSMUSG00000005102" "chr2-1265" "chr2" 118199950 118200110 2.31 2.57e-05
"ENSMUSG00000005107" "chr5-2745" "chr5" 38758387 38758547 3.8 3.91e-07
"ENSMUSG00000005125" "chr15-590" "chr15" 66800957 66801117 2.89 1.08e-08
"ENSMUSG00000005198" "chr11-32" "chr11" 69571869 69572029 2.33 1.68e-09
"ENSMUSG00000005225" "chr6-1026" "chr6" 54631284 54631444 3.25 4.53e-06
"ENSMUSG00000005320" "chr13-299" "chr13" 55291351 55291511 2.94 9.61e-10
"ENSMUSG00000005357" "chr10-572" "chr10" 78250802 78250962 2.43 2.06e-06
"ENSMUSG00000005362" "chr6-899" "chr6" 106750207 106750367 3.8 3.91e-07
"ENSMUSG00000005364" "chr6-667" "chr6" 106718838 106718998 2.26 8.94e-05
"ENSMUSG00000005397" "chr13-1201" "chr13" 13682217 13682377 3.43 5.18e-06
"ENSMUSG00000005397" "chr13-2060" "chr13" 13666676 13666836 3.03 3.73e-06
"ENSMUSG00000005413" "chr8-1178" "chr8" 77613175 77613335 2.32 3.79e-05
"ENSMUSG00000005417" "chr11-3698" "chr11" 59518714 59518874 2.77 2.45e-05
"ENSMUSG00000005417" "chr11-2579" "chr11" 59522494 59522654 3.67 5.42e-06
"ENSMUSG00000005469" "chr8-1657" "chr8" 86502527 86502681 2.87 6.29e-05
"ENSMUSG00000005481" "chr8-1290" "chr8" 86238722 86238882 2.66 9.4e-05
"ENSMUSG00000005506" "chr2-920" "chr2" 90805419 90805579 2.2 1.21e-05
"ENSMUSG00000005506" "chr2-2902" "chr2" 90811195 90811355 2.61 6.68e-05
"ENSMUSG00000005506" "chr2-3812" "chr2" 90816108 90816268 3.18 1.76e-05
"ENSMUSG00000005514" "chr5-801" "chr5" 136164431 136164591 3 5.23e-08
"ENSMUSG00000005533" "chr7-1899" "chr7" 74997709 74997869 10.28 6.44e-14
"ENSMUSG00000005583" "chr13-116" "chr13" 83856596 83856756 2.25 4.22e-09
"ENSMUSG00000005583" "chr13-141" "chr13" 83663095 83663255 2.03 9.25e-07
"ENSMUSG00000005583" "chr13-686" "chr13" 83665612 83665772 2.39 5.58e-05
"ENSMUSG00000005583" "chr13-1294" "chr13" 83744251 83744411 2.85 3.34e-05
"ENSMUSG00000005610" "chr7-74" "chr7" 118227025 118227185 3.63 7.69e-19
"ENSMUSG00000005625" "chr3-472" "chr3" 94846655 94846815 2.49 6.21e-06
"ENSMUSG00000005656" "chr12-129" "chr12" 55896795 55896955 2.14 1.1e-06
"ENSMUSG00000005674" "chr1-504" "chr1" 173153042 173153202 2.07 1.13e-05
"ENSMUSG00000005681" "chr1-504" "chr1" 173153042 173153202 2.07 1.13e-05
"ENSMUSG00000005686" "chr7-2170" "chr7" 117859229 117859389 2.75 3.34e-05
"ENSMUSG00000005699" "chr8-199" "chr8" 108225110 108225270 2.8 6.25e-09
"ENSMUSG00000005871" "chr18-6" "chr18" 34490483 34490643 2.17 2.74e-11
"ENSMUSG00000005871" "chr18-194" "chr18" 34380295 34380455 2.06 2.54e-05
"ENSMUSG00000005886" "chr1-1621" "chr1" 13295245 13295399 4.08 9.71e-07
"ENSMUSG00000005886" "chr1-1318" "chr1" 13416747 13416907 3.15 4.53e-06
"ENSMUSG00000005994" "chr4-1166" "chr4" 80409835 80409995 2.86 2.25e-06
"ENSMUSG00000006057" "chr11-872" "chr11" 95937523 95937683 3.47 1.66e-10
"ENSMUSG00000006058" "chr11-1277" "chr11" 95895917 95896077 2.5 1.19e-06
"ENSMUSG00000006205" "chr7-3207" "chr7" 138062800 138062960 3.18 1.76e-05
"ENSMUSG00000006276" "chr8-729" "chr8" 74847091 74847251 2.74 1.69e-06
"ENSMUSG00000006301" "chr1-612" "chr1" 74342310 74342470 2.09 2.54e-05
"ENSMUSG00000006390" "chr4-616" "chr4" 118100800 118100954 2.25 1.77e-06
"ENSMUSG00000006403" "chr1-1296" "chr1" 173192640 173192800 2.26 8.94e-05
"ENSMUSG00000006403" "chr1-1697" "chr1" 173181228 173181388 2.64 1.77e-05
"ENSMUSG00000006411" "chr1-683" "chr1" 173291197 173291357 2.25 2.69e-05
"ENSMUSG00000006412" "chr1-683" "chr1" 173291197 173291357 2.25 2.69e-05
"ENSMUSG00000006456" "chr19-526" "chr19" 4793664 4793824 2.77 2.45e-05
"ENSMUSG00000006464" "chr19-438" "chr19" 4906370 4906530 3.08 2.51e-07
"ENSMUSG00000006469" "chr2-2428" "chr2" 25084603 25084763 2.77 2.45e-05
"ENSMUSG00000006494" "chr2-605" "chr2" 71711833 71711993 2.25 4.02e-05
"ENSMUSG00000006494" "chr2-2877" "chr2" 71777307 71777467 3.38 6.9e-05
"ENSMUSG00000006586" "chr4-1148" "chr4" 13713054 13713214 2.2 4.02e-05
"ENSMUSG00000006675" "chr9-848" "chr9" 108489894 108490054 2.08 5.75e-05
"ENSMUSG00000006715" "chr13-32" "chr13" 24892807 24892967 2.14 2.44e-06
"ENSMUSG00000006958" "chr16-431" "chr16" 20731958 20732118 2.79 6.42e-06
"ENSMUSG00000006998" "chr16-283" "chr16" 20651456 20651616 3.23 2.46e-08
"ENSMUSG00000007097" "chr1-1183" "chr1" 174226958 174227118 2.52 1.7e-06
"ENSMUSG00000007097" "chr1-1010" "chr1" 174223775 174223935 3 6.56e-08
"ENSMUSG00000007207" "chr5-1492" "chr5" 135505446 135505600 3.03 2.03e-05
"ENSMUSG00000007207" "chr5-3017" "chr5" 135517330 135517490 3.25 4.53e-06
"ENSMUSG00000007476" "chr2-1506" "chr2" 30114552 30114706 2.72 1.77e-05
"ENSMUSG00000007653" "chr11-3198" "chr11" 42346499 42346659 4.41 1.82e-08
"ENSMUSG00000007656" "chr9-336" "chr9" 74901162 74901322 2.23 2.23e-07
"ENSMUSG00000007656" "chr9-723" "chr9" 74902150 74902310 2.51 2.31e-07
"ENSMUSG00000007817" "chr14-787" "chr14" 26480241 26480395 2.95 2.04e-06
"ENSMUSG00000007817" "chr14-1354" "chr14" 26284366 26284520 4.08 7.49e-06
"ENSMUSG00000007817" "chr14-1302" "chr14" 26403970 26404130 3.25 4.53e-06
"ENSMUSG00000007836" "chr13-280" "chr13" 58228776 58228930 2.25 1.77e-06
"ENSMUSG00000007872" "chr4-1206" "chr4" 135700967 135701127 2.15 9.03e-05
"ENSMUSG00000007877" "chr11-2208" "chr11" 98245224 98245384 2.57 4.69e-05
"ENSMUSG00000007908" "chr9-113" "chr9" 75862606 75862766 2.05 1e-06
"ENSMUSG00000007989" "chr14-1219" "chr14" 65884927 65885087 3.31 1.76e-05
"ENSMUSG00000008028" "chr7-1581" "chr7" 51683662 51683822 4.55 1.82e-08
"ENSMUSG00000008153" "chr6-106" "chr6" 124365645 124365805 2.11 4.54e-08
"ENSMUSG00000008333" "chr2-2635" "chr2" 142882147 142882307 4.7 3.91e-09
"ENSMUSG00000008348" "chr5-99" "chr5" 125873701 125873861 2.1 1.38e-08
"ENSMUSG00000008429" "chr9-508" "chr9" 25012034 25012194 2.27 7.18e-07
"ENSMUSG00000008575" "chr4-1506" "chr4" 82149148 82149308 2.57 4.69e-05
"ENSMUSG00000008658" "chr16-622" "chr16" 7039957 7040117 3.4 1.04e-07
"ENSMUSG00000008683" "chr7-997" "chr7" 125259505 125259665 2.94 2.94e-06
"ENSMUSG00000008976" "chr16-1161" "chr16" 84875675 84875835 4.04 2.48e-08
"ENSMUSG00000009035" "chr15-1071" "chr15" 79224968 79225122 2.61 4.92e-05
"ENSMUSG00000009035" "chr15-1070" "chr15" 79191841 79191995 2.72 8.15e-06
"ENSMUSG00000009035" "chr15-128" "chr15" 79233837 79233997 2 2.35e-05
"ENSMUSG00000009070" "chr10-1256" "chr10" 74457627 74457781 4.08 1.28e-07
"ENSMUSG00000009073" "chr11-321" "chr11" 4749037 4749197 2 1.38e-06
"ENSMUSG00000009097" "chr16-796" "chr16" 18586718 18586872 3.63 1.58e-05
"ENSMUSG00000009293" "chr10-1844" "chr10" 77089185 77089339 7.71 2.41e-10
"ENSMUSG00000009378" "chr19-1139" "chr19" 34736168 34736328 2.75 3.34e-05
"ENSMUSG00000009418" "chr1-1843" "chr1" 137332448 137332608 4.22 4.89e-06
"ENSMUSG00000009551" "chr2-1550" "chr2" 32569560 32569720 2.63 3.37e-06
"ENSMUSG00000009555" "chr2-1550" "chr2" 32569560 32569720 2.63 3.37e-06
"ENSMUSG00000009575" "chr15-370" "chr15" 103045581 103045741 2.52 3.28e-07
"ENSMUSG00000009575" "chr15-740" "chr15" 103070031 103070191 2.26 8.94e-05
"ENSMUSG00000009741" "chr9-3393" "chr9" 113883454 113883614 5.51 3.46e-10
"ENSMUSG00000009828" "chr9-2414" "chr9" 77992366 77992520 2.72 8.43e-05
"ENSMUSG00000009894" "chr11-5820" "chr11" 59226380 59226540 3.23 6.9e-05
"ENSMUSG00000010025" "chr11-67" "chr11" 61080417 61080577 2.2 4.65e-08
"ENSMUSG00000010064" "chr9-540" "chr9" 107546814 107546974 3.18 1.72e-09
"ENSMUSG00000010095" "chr19-1379" "chr19" 8796929 8797089 8.45 4.8e-10
"ENSMUSG00000010205" "chr9-2529" "chr9" 20902737 20902897 3.55 1.46e-06
"ENSMUSG00000010342" "chr11-12" "chr11" 87236150 87236310 3.31 6.55e-19
"ENSMUSG00000010362" "chr11-1638" "chr11" 101488481 101488641 2.94 1.14e-05
"ENSMUSG00000010461" "chr10-1137" "chr10" 22806398 22806558 3.15 4.53e-06
"ENSMUSG00000010554" "chr11-1168" "chr11" 74643524 74643684 2.2 4.02e-05
"ENSMUSG00000010608" "chr12-227" "chr12" 84972694 84972854 2.36 2.59e-08
"ENSMUSG00000010609" "chr1-348" "chr1" 182186564 182186724 2.03 3.54e-05
"ENSMUSG00000010660" "chr9-2050" "chr9" 118984686 118984840 3.06 4.39e-05
"ENSMUSG00000010803" "chr11-396" "chr11" 41996073 41996233 2.06 3.35e-06
"ENSMUSG00000010914" "chr2-997" "chr2" 102913421 102913581 2.36 1.07e-05
"ENSMUSG00000010936" "chr8-1655" "chr8" 113141976 113142136 3.04 1.45e-05
"ENSMUSG00000011148" "chr12-1395" "chr12" 113882493 113882653 2.75 3.34e-05
"ENSMUSG00000011154" "chr7-2140" "chr7" 90964767 90964927 2.66 9.4e-05
"ENSMUSG00000011382" "chr7-1240" "chr7" 52722407 52722567 2.64 1.77e-05
"ENSMUSG00000011751" "chr7-1110" "chr7" 28180758 28180918 2.63 3.37e-06
"ENSMUSG00000012187" "chr1-20" "chr1" 78485501 78485661 2.15 1.03e-07
"ENSMUSG00000012640" "chr7-1578" "chr7" 50568926 50569086 3.8 3.91e-07
"ENSMUSG00000013089" "chr16-1107" "chr16" 22350407 22350567 3.18 1.76e-05
"ENSMUSG00000013150" "chr8-1322" "chr8" 108282709 108282869 4.96 5.16e-08
"ENSMUSG00000013236" "chr17-1797" "chr17" 56650661 56650815 4.9 7.25e-08
"ENSMUSG00000013523" "chr2-1951" "chr2" 170169557 170169717 2.66 9.4e-05
"ENSMUSG00000013736" "chr6-667" "chr6" 106718838 106718998 2.26 8.94e-05
"ENSMUSG00000014496" "chr14-288" "chr14" 32594580 32594740 2.48 8.8e-09
"ENSMUSG00000014503" "chr18-248" "chr18" 34569096 34569256 2.2 2.69e-05
"ENSMUSG00000014504" "chr18-6" "chr18" 34490483 34490643 2.17 2.74e-11
"ENSMUSG00000014592" "chr4-925" "chr4" 150786356 150786516 2.4 7.3e-06
"ENSMUSG00000014599" "chr3-1985" "chr3" 107580653 107580813 3.38 6.9e-05
"ENSMUSG00000014606" "chr11-785" "chr11" 70460817 70460977 2.57 8.87e-06
"ENSMUSG00000014668" "chr5-625" "chr5" 110564404 110564564 2.6 4.63e-07
"ENSMUSG00000014767" "chr17-511" "chr17" 15635442 15635602 2.4 7.3e-06
"ENSMUSG00000014767" "chr17-708" "chr17" 15636520 15636680 2.94 2e-07
"ENSMUSG00000014769" "chr17-511" "chr17" 15635442 15635602 2.4 7.3e-06
"ENSMUSG00000014769" "chr17-708" "chr17" 15636520 15636680 2.94 2e-07
"ENSMUSG00000014776" "chr8-2094" "chr8" 107812792 107812952 5.88 2.16e-08
"ENSMUSG00000014837" "chr8-2094" "chr8" 107812792 107812952 5.88 2.16e-08
"ENSMUSG00000014850" "chr13-808" "chr13" 93006677 93006837 2.94 2.94e-06
"ENSMUSG00000015087" "chr2-1210" "chr2" 25438523 25438683 2.32 3.79e-05
"ENSMUSG00000015202" "chr10-807" "chr10" 3133948 3134108 2.69 1.24e-06
"ENSMUSG00000015222" "chr1-4569" "chr1" 66326981 66327141 3.06 5.69e-05
"ENSMUSG00000015312" "chr10-376" "chr10" 80392900 80393060 2.24 4.87e-07
"ENSMUSG00000015316" "chr1-2472" "chr1" 173705948 173706108 3.67 3.91e-07
"ENSMUSG00000015341" "chr8-589" "chr8" 24367858 24368018 2.51 2.31e-07
"ENSMUSG00000015468" "chr17-510" "chr17" 34701520 34701674 2.54 1.29e-05
"ENSMUSG00000015476" "chr17-1425" "chr17" 34769800 34769954 2.87 6.29e-05
"ENSMUSG00000015501" "chr10-1354" "chr10" 13694054 13694214 4.55 1.82e-08
"ENSMUSG00000015575" "chr17-1917" "chr17" 26799722 26799882 5.63 1.24e-07
"ENSMUSG00000015605" "chr17-1992" "chr17" 46689541 46689701 3.18 1.76e-05
"ENSMUSG00000015709" "chr7-2679" "chr7" 91450571 91450731 2.75 3.34e-05
"ENSMUSG00000015745" "chr3-595" "chr3" 95797853 95798013 2.2 2.69e-05
"ENSMUSG00000015745" "chr3-2278" "chr3" 95802070 95802230 4.59 2.48e-07
"ENSMUSG00000015747" "chr3-2278" "chr3" 95802070 95802230 4.59 2.48e-07
"ENSMUSG00000015829" "chr1-3410" "chr1" 161749531 161749691 2.66 9.4e-05
"ENSMUSG00000015846" "chr2-4216" "chr2" 27613672 27613832 3.04 1.45e-05
"ENSMUSG00000015850" "chr3-1708" "chr3" 95506570 95506730 3.53 1.99e-05
"ENSMUSG00000015889" "chr10-792" "chr10" 92915846 92916006 2.94 4.44e-05
"ENSMUSG00000015980" "chr7-2854" "chr7" 146406420 146406574 3.06 4.39e-05
"ENSMUSG00000015981" "chr7-2851" "chr7" 146325930 146326084 4.08 9.71e-07
"ENSMUSG00000016252" "chr2-90" "chr2" 174289376 174289536 2.2 6.88e-08
"ENSMUSG00000016319" "chrX-420" "chrX" 34347631 34347791 3.06 5.69e-05
"ENSMUSG00000016349" "chr2-1417" "chr2" 180892590 180892750 3.78 2.85e-08
"ENSMUSG00000016493" "chr1-4267" "chr1" 196864813 196864973 3.23 6.9e-05
"ENSMUSG00000016495" "chr19-147" "chr19" 29436146 29436306 2.44 1.13e-07
"ENSMUSG00000016495" "chr19-825" "chr19" 29441607 29441767 2.86 8.65e-06
"ENSMUSG00000016763" "chr15-656" "chr15" 83609879 83610039 2.31 2.57e-05
"ENSMUSG00000016933" "chr2-1903" "chr2" 160565656 160565810 2.43 7.23e-05
"ENSMUSG00000017165" "chr11-1506" "chr11" 100194071 100194231 2.72 6.42e-06
"ENSMUSG00000017167" "chr11-1838" "chr11" 101050129 101050283 5.99 7.22e-11
"ENSMUSG00000017307" "chr2-814" "chr2" 164630169 164630329 2.75 4.45e-07
"ENSMUSG00000017417" "chr11-495" "chr11" 97849829 97849989 2 1.38e-06
"ENSMUSG00000017446" "chr11-2501" "chr11" 118299810 118299964 3.78 3.72e-08
"ENSMUSG00000017485" "chr14-1989" "chr14" 17163701 17163861 4.04 4.89e-06
"ENSMUSG00000017491" "chr14-513" "chr14" 17407730 17407890 2.47 4.32e-06
"ENSMUSG00000017491" "chr14-1692" "chr14" 17503493 17503653 5.14 6.7e-07
