"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSMUSG00000002107" "chr2-5976" "chr2" 7088665 7088857 2.92 1.14e-05
"ENSMUSG00000002107" "chr2-5378" "chr2" 6973123 6973315 3.65 7.97e-09
"ENSMUSG00000002107" "chr2-7749" "chr2" 7038100 7038292 3.89 1.01e-07
"ENSMUSG00000002107" "chr2-7740" "chr2" 6946168 6946360 3.5 1.99e-05
"ENSMUSG00000002111" "chr2-3271" "chr2" 90923420 90923612 3.4 2.14e-09
"ENSMUSG00000002111" "chr2-2020" "chr2" 90918942 90919146 2 9.66e-05
"ENSMUSG00000002129" "chr11-4025" "chr11" 4084095 4084287 2.54 2.4e-06
"ENSMUSG00000002221" "chr5-1834" "chr5" 28058357 28058549 2.37 4.98e-06
"ENSMUSG00000002250" "chr17-2512" "chr17" 28401346 28401550 2.74 1.59e-05
"ENSMUSG00000002341" "chr8-4176" "chr8" 72618971 72619163 4.62 2.48e-07
"ENSMUSG00000002342" "chr8-1928" "chr8" 72697841 72698045 4.63 1.64e-10
"ENSMUSG00000002343" "chr8-3720" "chr8" 72757181 72757373 3.24 1.76e-05
"ENSMUSG00000002365" "chr17-2267" "chr17" 5822300 5822492 2.59 6.68e-05
"ENSMUSG00000002393" "chr8-2678" "chr8" 73903459 73903663 3.7 3.74e-06
"ENSMUSG00000002396" "chr8-2678" "chr8" 73903459 73903663 3.7 3.74e-06
"ENSMUSG00000002413" "chr6-3642" "chr6" 39747349 39747553 4.63 1.67e-07
"ENSMUSG00000002459" "chr1-2904" "chr1" 5011499 5011691 3.57 1.46e-06
"ENSMUSG00000002504" "chr17-2115" "chr17" 24784133 24784325 2.82 2.25e-06
"ENSMUSG00000002688" "chr12-1952" "chr12" 51646324 51646528 2.31 8.61e-05
"ENSMUSG00000002688" "chr12-3176" "chr12" 51651670 51651874 3.23 2.95e-06
"ENSMUSG00000002731" "chr2-2294" "chr2" 76485740 76485932 2.49 8.32e-07
"ENSMUSG00000002741" "chr11-2973" "chr11" 5859954 5860146 2.35 5.58e-05
"ENSMUSG00000002803" "chr12-946" "chr12" 114189259 114189451 2.48 3.15e-08
"ENSMUSG00000002881" "chr1-2250" "chr1" 52559156 52559348 2.43 4.32e-06
"ENSMUSG00000002897" "chr6-1047" "chr6" 120440643 120440835 2.54 6.37e-08
"ENSMUSG00000002910" "chr8-874" "chr8" 73357006 73357198 4.41 2.24e-19
"ENSMUSG00000003031" "chr6-3082" "chr6" 134930849 134931053 2.94 3.05e-05
"ENSMUSG00000003033" "chr8-1134" "chr8" 74820133 74820325 2.14 1.19e-05
"ENSMUSG00000003033" "chr8-1419" "chr8" 74791960 74792152 2.11 5.75e-05
"ENSMUSG00000003038" "chr4-4226" "chr4" 133448804 133448996 2.92 1.14e-05
"ENSMUSG00000003039" "chr8-676" "chr8" 74743701 74743893 2.22 2.07e-08
"ENSMUSG00000003068" "chr10-4246" "chr10" 79593952 79594144 3.89 1.4e-06
"ENSMUSG00000003099" "chr7-3798" "chr7" 17595100 17595292 2.59 6.68e-05
"ENSMUSG00000003123" "chr7-4602" "chr7" 26169684 26169876 3.31 6.9e-05
"ENSMUSG00000003134" "chr1-5982" "chr1" 39512236 39512428 3.31 6.9e-05
"ENSMUSG00000003178" "chr6-754" "chr6" 120985735 120985927 2.01 2.07e-06
"ENSMUSG00000003228" "chr19-2037" "chr19" 60963835 60964027 8.75 5.61e-11
"ENSMUSG00000003271" "chr7-4244" "chr7" 52987423 52987615 2.53 4.69e-05
"ENSMUSG00000003279" "chr17-1015" "chr17" 70874658 70874850 2.32 3.1e-07
"ENSMUSG00000003279" "chr17-1400" "chr17" 70835374 70835566 2.09 2.54e-05
"ENSMUSG00000003279" "chr17-1509" "chr17" 70840572 70840764 2.57 1.7e-06
"ENSMUSG00000003279" "chr17-2046" "chr17" 70835873 70836065 2.12 8.66e-05
"ENSMUSG00000003279" "chr17-2048" "chr17" 70923299 70923491 2.35 5.58e-05
"ENSMUSG00000003279" "chr17-2047" "chr17" 70918584 70918776 2.14 9.03e-05
"ENSMUSG00000003279" "chr17-2050" "chr17" 71029038 71029230 2.24 8.94e-05
"ENSMUSG00000003279" "chr17-4218" "chr17" 71091065 71091257 7.3 2.93e-08
"ENSMUSG00000003279" "chr17-4206" "chr17" 70887483 70887675 3.5 1.99e-05
"ENSMUSG00000003279" "chr17-2978" "chr17" 71131144 71131348 3.08 9.7e-06
"ENSMUSG00000003279" "chr17-2967" "chr17" 70810824 70811028 3.5 1.41e-05
"ENSMUSG00000003344" "chr10-4898" "chr10" 80105527 80105719 3.24 1.76e-05
"ENSMUSG00000003348" "chr10-744" "chr10" 80140463 80140655 2.01 6.19e-07
"ENSMUSG00000003378" "chr7-4174" "chr7" 25811681 25811873 2.63 1.77e-05
"ENSMUSG00000003402" "chr9-2767" "chr9" 21815671 21815875 4.93 4.73e-10
"ENSMUSG00000003418" "chr2-6010" "chr2" 13689960 13690152 3.5 1.99e-05
"ENSMUSG00000003420" "chr7-4671" "chr7" 52374490 52374682 3.47 3.89e-07
"ENSMUSG00000003469" "chr14-1097" "chr14" 70873420 70873612 2.06 8.66e-05
"ENSMUSG00000003469" "chr14-1848" "chr14" 70874230 70874422 2.83 5.9e-07
"ENSMUSG00000003469" "chr14-2237" "chr14" 70856261 70856453 2.59 6.68e-05
"ENSMUSG00000003500" "chr6-1618" "chr6" 29165553 29165745 2.4 1.42e-06
"ENSMUSG00000003518" "chr11-7271" "chr11" 101841525 101841717 3.65 7.63e-05
"ENSMUSG00000003541" "chr17-775" "chr17" 35944817 35945009 2.27 7.18e-07
"ENSMUSG00000003541" "chr17-4037" "chr17" 35947903 35948095 5.19 6.7e-07
"ENSMUSG00000003604" "chr2-3711" "chr2" 112322233 112322437 2.66 1.96e-06
"ENSMUSG00000003604" "chr2-5990" "chr2" 112430902 112431106 4.52 1.13e-08
"ENSMUSG00000003644" "chr4-4226" "chr4" 133448804 133448996 2.92 1.14e-05
"ENSMUSG00000003657" "chr8-4973" "chr8" 112706850 112707042 3.31 6.9e-05
"ENSMUSG00000003731" "chr4-4195" "chr4" 129330250 129330442 3.2 4.53e-06
"ENSMUSG00000003731" "chr4-5387" "chr4" 129329044 129329236 2.68 9.4e-05
"ENSMUSG00000003731" "chr4-4288" "chr4" 129331594 129331798 3.23 2.95e-06
"ENSMUSG00000003809" "chr8-1845" "chr8" 87417924 87418116 2.35 5.58e-05
"ENSMUSG00000003847" "chr8-1864" "chr8" 109781033 109781225 3.08 1.72e-08
"ENSMUSG00000003949" "chr11-2540" "chr11" 90244047 90244239 2.19 2.69e-05
"ENSMUSG00000003949" "chr11-4652" "chr11" 90233243 90233447 2.47 7.99e-05
"ENSMUSG00000003992" "chr13-1433" "chr13" 91703867 91704059 2.09 2.54e-05
"ENSMUSG00000003992" "chr13-3090" "chr13" 91560940 91561144 2.63 4.46e-05
"ENSMUSG00000004031" "chr1-6547" "chr1" 160186879 160187071 2.68 9.4e-05
"ENSMUSG00000004040" "chr11-4283" "chr11" 100792926 100793118 3.16 1.17e-06
"ENSMUSG00000004044" "chr11-2910" "chr11" 100831298 100831490 2.17 4e-05
"ENSMUSG00000004056" "chr7-1177" "chr7" 28377990 28378182 2.11 1.01e-07
"ENSMUSG00000004056" "chr7-2382" "chr7" 28378958 28379150 2.59 3.37e-06
"ENSMUSG00000004069" "chr16-569" "chr16" 4656111 4656303 2.34 8.98e-08
"ENSMUSG00000004069" "chr16-774" "chr16" 4642690 4642882 2.04 5.32e-05
"ENSMUSG00000004069" "chr16-2361" "chr16" 4657948 4658140 3.2 4.53e-06
"ENSMUSG00000004071" "chr16-1116" "chr16" 4786042 4786234 2.31 1.17e-05
"ENSMUSG00000004105" "chr2-6134" "chr2" 33095346 33095538 3.75 2.85e-08
"ENSMUSG00000004113" "chr2-2744" "chr2" 24535492 24535684 2.39 1.56e-05
"ENSMUSG00000004113" "chr2-2569" "chr2" 24594894 24595086 3.21 2.46e-08
"ENSMUSG00000004151" "chr12-678" "chr12" 39505806 39505998 2.13 3.32e-07
"ENSMUSG00000004151" "chr12-2091" "chr12" 39588032 39588224 3.03 9.64e-07
"ENSMUSG00000004383" "chr8-1346" "chr8" 75685762 75685966 2 9.66e-05
"ENSMUSG00000004455" "chr5-5490" "chr5" 122612090 122612282 2.68 9.4e-05
"ENSMUSG00000004462" "chr16-606" "chr16" 22857265 22857457 2.35 1.78e-08
"ENSMUSG00000004473" "chr7-4833" "chr7" 51537294 51537498 4.88 3.38e-08
"ENSMUSG00000004530" "chr5-6239" "chr5" 114313499 114313691 16.54 1.87e-14
"ENSMUSG00000004633" "chr6-3619" "chr6" 54035414 54035606 3.06 1.45e-05
"ENSMUSG00000004637" "chr8-1057" "chr8" 117683440 117683632 2.17 2.26e-07
"ENSMUSG00000004654" "chr6-2646" "chr6" 55394195 55394387 2.22 5.99e-05
"ENSMUSG00000004654" "chr6-2530" "chr6" 55385595 55385799 2.97 1.81e-06
"ENSMUSG00000004661" "chr9-2350" "chr9" 57749607 57749799 2.37 4.98e-06
"ENSMUSG00000004661" "chr9-2160" "chr9" 57715416 57715608 2.2 4.02e-05
"ENSMUSG00000004661" "chr9-4095" "chr9" 57650625 57650817 2.8 3.34e-05
"ENSMUSG00000004698" "chr12-1497" "chr12" 34760868 34761060 2.46 2.99e-06
"ENSMUSG00000004698" "chr12-3090" "chr12" 34760347 34760539 4.67 3.91e-09
"ENSMUSG00000004849" "chr5-404" "chr5" 137527885 137528077 2.12 1.98e-09
"ENSMUSG00000004864" "chr17-2542" "chr17" 28934369 28934561 3.2 4.53e-06
"ENSMUSG00000004894" "chr3-1918" "chr3" 87831228 87831420 2.48 3.27e-05
"ENSMUSG00000004947" "chr5-554" "chr5" 136470760 136470952 2.07 8.84e-09
"ENSMUSG00000004988" "chr6-4311" "chr6" 117892950 117893142 3.7 5.42e-06
"ENSMUSG00000005034" "chr3-2338" "chr3" 146420090 146420282 2.65 4.68e-06
"ENSMUSG00000005034" "chr3-3635" "chr3" 146419031 146419235 3.77 2.48e-07
"ENSMUSG00000005054" "chr10-3319" "chr10" 77882147 77882339 9.24 6.19e-12
"ENSMUSG00000005089" "chr2-3033" "chr2" 102515188 102515380 2.12 8.66e-05
"ENSMUSG00000005089" "chr2-3560" "chr2" 102520714 102520906 2.24 8.94e-05
"ENSMUSG00000005089" "chr2-4229" "chr2" 102525632 102525824 2.72 6.42e-06
"ENSMUSG00000005089" "chr2-6389" "chr2" 102528984 102529176 2.68 9.4e-05
"ENSMUSG00000005161" "chr8-1139" "chr8" 87499702 87499894 2.03 2.35e-05
"ENSMUSG00000005237" "chr11-6170" "chr11" 69329997 69330189 3.08 5.69e-05
"ENSMUSG00000005320" "chr13-3465" "chr13" 55254386 55254590 3.5 1.41e-05
"ENSMUSG00000005397" "chr13-1467" "chr13" 13640737 13640929 2.12 8.66e-05
"ENSMUSG00000005410" "chr8-560" "chr8" 77737620 77737812 2.1 4.54e-08
"ENSMUSG00000005410" "chr8-1513" "chr8" 77658707 77658899 2.2 4.02e-05
"ENSMUSG00000005410" "chr8-3022" "chr8" 77661327 77661519 2.35 5.58e-05
"ENSMUSG00000005417" "chr11-2657" "chr11" 59524218 59524410 3.4 2.14e-09
"ENSMUSG00000005417" "chr11-6879" "chr11" 59529992 59530184 5.35 1.92e-09
"ENSMUSG00000005469" "chr8-236" "chr8" 86496370 86496562 2.45 1.32e-13
"ENSMUSG00000005470" "chr8-236" "chr8" 86496370 86496562 2.45 1.32e-13
"ENSMUSG00000005483" "chr8-3749" "chr8" 86140190 86140382 4.09 3.45e-07
"ENSMUSG00000005506" "chr2-7192" "chr2" 90794765 90794957 5.84 2.16e-08
"ENSMUSG00000005514" "chr5-1912" "chr5" 136179222 136179414 2.4 7.3e-06
"ENSMUSG00000005533" "chr7-3579" "chr7" 75053080 75053272 2.63 1.77e-05
"ENSMUSG00000005533" "chr7-4297" "chr7" 75029894 75030086 3.4 5.18e-06
"ENSMUSG00000005580" "chr16-1527" "chr16" 4458194 4458386 2.72 6.42e-06
"ENSMUSG00000005583" "chr13-1425" "chr13" 83705594 83705786 2.05 8.02e-05
"ENSMUSG00000005583" "chr13-1426" "chr13" 83791631 83791823 2.27 1.74e-05
"ENSMUSG00000005583" "chr13-2215" "chr13" 83803339 83803531 2.53 4.69e-05
"ENSMUSG00000005583" "chr13-4534" "chr13" 83720380 83720572 4.09 3.45e-07
"ENSMUSG00000005672" "chr5-3425" "chr5" 75971117 75971309 3.13 3.05e-07
"ENSMUSG00000005873" "chr18-2432" "chr18" 34562021 34562225 3.08 9.7e-06
"ENSMUSG00000005886" "chr1-5866" "chr1" 13305271 13305463 5.51 1.24e-07
"ENSMUSG00000005886" "chr1-4049" "chr1" 13173865 13174069 2.94 3.05e-05
"ENSMUSG00000005893" "chr6-1026" "chr6" 92084011 92084203 2.15 1.1e-06
"ENSMUSG00000005994" "chr4-3996" "chr4" 80411089 80411281 2.92 2.94e-06
"ENSMUSG00000005994" "chr4-2845" "chr4" 80489311 80489515 3.23 2.95e-06
"ENSMUSG00000006024" "chr7-2487" "chr7" 16698329 16698533 2.45 9.26e-06
"ENSMUSG00000006134" "chr16-2460" "chr16" 17477026 17477218 18.48 6.06e-17
"ENSMUSG00000006205" "chr7-2068" "chr7" 138066618 138066810 2.14 9.03e-05
"ENSMUSG00000006205" "chr7-2521" "chr7" 138062170 138062362 2.22 5.99e-05
"ENSMUSG00000006205" "chr7-6437" "chr7" 138078683 138078875 3.2 4.53e-06
"ENSMUSG00000006215" "chr4-5509" "chr4" 140992244 140992436 5.11 1.02e-08
"ENSMUSG00000006307" "chr7-743" "chr7" 31374291 31374483 2 1.14e-07
"ENSMUSG00000006310" "chr7-743" "chr7" 31374291 31374483 2 1.14e-07
"ENSMUSG00000006356" "chr12-2206" "chr12" 114385281 114385473 2.24 8.94e-05
"ENSMUSG00000006360" "chr12-2206" "chr12" 114385281 114385473 2.24 8.94e-05
"ENSMUSG00000006403" "chr1-3149" "chr1" 173192112 173192304 2.92 7.64e-07
"ENSMUSG00000006418" "chr2-712" "chr2" 167317129 167317321 2.01 3.45e-09
"ENSMUSG00000006435" "chr19-2222" "chr19" 47295234 47295426 3.4 5.18e-06
"ENSMUSG00000006469" "chr2-4921" "chr2" 25083510 25083702 3.06 1.45e-05
"ENSMUSG00000006576" "chr1-4251" "chr1" 75549052 75549256 4.11 2.26e-07
"ENSMUSG00000006586" "chr4-1128" "chr4" 13671457 13671649 2.92 5.35e-11
"ENSMUSG00000006587" "chr8-846" "chr8" 124985365 124985557 2.18 3.14e-08
"ENSMUSG00000006589" "chr8-4418" "chr8" 125099497 125099689 3.7 5.42e-06
"ENSMUSG00000006611" "chr13-806" "chr13" 23790509 23790701 2.09 2.54e-05
"ENSMUSG00000006732" "chr10-1192" "chr10" 126478723 126478915 2.12 5.3e-06
"ENSMUSG00000006740" "chr18-1673" "chr18" 6275739 6275931 2.32 3.79e-05
"ENSMUSG00000006800" "chr2-2712" "chr2" 165965751 165965943 3.27 6.51e-09
"ENSMUSG00000006941" "chr9-6428" "chr9" 120386444 120386636 4.86 5.16e-08
"ENSMUSG00000007039" "chr17-1047" "chr17" 35196042 35196234 2.38 9.71e-07
"ENSMUSG00000007041" "chr17-3164" "chr17" 35189197 35189389 3.06 1.45e-05
"ENSMUSG00000007097" "chr1-3464" "chr1" 174232002 174232194 2.65 4.68e-06
"ENSMUSG00000007209" "chr7-2542" "chr7" 17314386 17314578 2.14 9.03e-05
"ENSMUSG00000007338" "chr19-702" "chr19" 6057510 6057702 2.63 3.43e-08
"ENSMUSG00000007440" "chr18-3365" "chr18" 37310422 37310614 3.4 5.18e-06
"ENSMUSG00000007617" "chr13-1680" "chr13" 94036984 94037176 2.43 4.32e-06
"ENSMUSG00000007653" "chr11-3229" "chr11" 42393248 42393440 2.32 3.79e-05
"ENSMUSG00000007653" "chr11-4979" "chr11" 42376399 42376603 4.63 1.67e-07
"ENSMUSG00000007655" "chr6-2581" "chr6" 17266629 17266821 3.13 3.05e-07
"ENSMUSG00000007659" "chr2-1462" "chr2" 152654595 152654787 2.05 1e-06
"ENSMUSG00000007659" "chr2-2518" "chr2" 152609941 152610133 2.31 1.17e-05
"ENSMUSG00000007659" "chr2-3097" "chr2" 152652429 152652621 2.14 9.03e-05
"ENSMUSG00000007659" "chr2-2869" "chr2" 152653032 152653224 2.72 6.49e-08
"ENSMUSG00000007659" "chr2-3096" "chr2" 152636894 152637086 2.32 3.79e-05
"ENSMUSG00000007659" "chr2-3632" "chr2" 152647968 152648160 2.35 5.58e-05
"ENSMUSG00000007739" "chr11-1549" "chr11" 22907440 22907632 2.27 7.18e-07
"ENSMUSG00000007817" "chr14-2347" "chr14" 26342461 26342653 3.04 3.73e-06
"ENSMUSG00000007817" "chr14-3337" "chr14" 26447073 26447265 2.92 4.44e-05
"ENSMUSG00000007867" "chr12-1551" "chr12" 87498803 87498995 2.14 9.03e-05
