"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSMUSG00000005899" "chr16-3555" "chr16" 17604611 17604815 3.43 1.76e-05
"ENSMUSG00000005958" "chr16-3581" "chr16" 21186104 21186308 3.03 1.26e-05
"ENSMUSG00000006205" "chr7-5087" "chr7" 138102745 138102937 2.29 8.94e-05
"ENSMUSG00000006301" "chr1-2040" "chr1" 74349266 74349458 2.23 2.42e-06
"ENSMUSG00000006301" "chr1-3194" "chr1" 74347293 74347485 2.25 4.02e-05
"ENSMUSG00000006301" "chr1-6104" "chr1" 74335181 74335373 2.85 3.34e-05
"ENSMUSG00000006373" "chrX-1328" "chrX" 34129086 34129290 2.65 8.25e-05
"ENSMUSG00000006403" "chr1-5808" "chr1" 173189319 173189511 2.97 1.14e-05
"ENSMUSG00000006435" "chr19-2274" "chr19" 47293500 47293704 3.32 1.16e-06
"ENSMUSG00000006494" "chr2-9227" "chr2" 71741256 71741448 3.14 5.69e-05
"ENSMUSG00000006705" "chr17-5238" "chr17" 31705054 31705246 3.3 1.76e-05
"ENSMUSG00000006731" "chr10-1109" "chr10" 126600095 126600287 2.88 2.98e-12
"ENSMUSG00000006731" "chr10-4116" "chr10" 126604703 126604895 2.97 1.14e-05
"ENSMUSG00000006931" "chr11-3859" "chr11" 100274481 100274673 3.3 9.34e-08
"ENSMUSG00000006941" "chr9-6612" "chr9" 120392544 120392748 3.17 3.9e-06
"ENSMUSG00000007041" "chr17-1307" "chr17" 35187007 35187199 2.22 1.51e-07
"ENSMUSG00000007207" "chr5-4495" "chr5" 135513416 135513608 2.58 4.69e-05
"ENSMUSG00000007411" "chr12-4636" "chr12" 112894012 112894216 3.03 1.26e-05
"ENSMUSG00000007476" "chr2-2899" "chr2" 30114494 30114686 2.02 6.95e-06
"ENSMUSG00000007594" "chr8-4379" "chr8" 72616519 72616723 2.39 7.06e-05
"ENSMUSG00000007653" "chr11-7368" "chr11" 42255460 42255652 3.57 1.99e-05
"ENSMUSG00000007653" "chr11-9116" "chr11" 42264268 42264460 4.46 1.13e-06
"ENSMUSG00000007653" "chr11-6088" "chr11" 42214555 42214759 3.25 7.68e-08
"ENSMUSG00000007656" "chr9-5230" "chr9" 74884515 74884707 3.4 1.35e-06
"ENSMUSG00000007659" "chr2-3434" "chr2" 152602526 152602730 2.18 6.5e-06
"ENSMUSG00000007817" "chr14-3597" "chr14" 26332993 26333185 2.72 9.4e-05
"ENSMUSG00000007817" "chr14-4509" "chr14" 26287901 26288105 3.37 4.51e-06
"ENSMUSG00000007867" "chr12-2558" "chr12" 87447159 87447351 3.15 2.1e-08
"ENSMUSG00000007892" "chr9-4675" "chr9" 61720606 61720798 3.07 2.51e-07
"ENSMUSG00000007892" "chr9-7133" "chr9" 61715814 61716006 3.8 3.91e-07
"ENSMUSG00000007908" "chr9-3942" "chr9" 75861175 75861379 2.94 1.62e-07
"ENSMUSG00000007989" "chr14-1945" "chr14" 65813866 65814070 2.33 4.04e-06
"ENSMUSG00000008035" "chrX-1082" "chrX" 10291377 10291569 3.4 1.35e-06
"ENSMUSG00000008305" "chr4-3532" "chr4" 71807022 71807214 2.33 2.57e-05
"ENSMUSG00000008305" "chr4-6738" "chr4" 71819071 71819263 3.47 5.18e-06
"ENSMUSG00000008333" "chr2-7579" "chr2" 142884207 142884411 4.64 3.29e-09
"ENSMUSG00000008384" "chr7-1664" "chr7" 28271517 28271709 2.08 3.19e-07
"ENSMUSG00000008429" "chr9-4137" "chr9" 24972694 24972886 2.43 8.21e-05
"ENSMUSG00000008429" "chr9-3812" "chr9" 25031046 25031238 2.77 6.42e-06
"ENSMUSG00000008475" "chr1-2834" "chr1" 154640725 154640917 2.54 3.28e-07
"ENSMUSG00000008496" "chr7-4713" "chr7" 25936911 25937115 2.63 1.51e-05
"ENSMUSG00000008575" "chr4-3206" "chr4" 82105410 82105614 2.56 1.97e-06
"ENSMUSG00000008575" "chr4-1743" "chr4" 82187874 82188078 2.07 8.97e-06
"ENSMUSG00000008658" "chr16-1102" "chr16" 7150791 7150983 2.35 6.65e-07
"ENSMUSG00000008683" "chr7-3476" "chr7" 125148204 125148408 2.49 5.14e-06
"ENSMUSG00000008855" "chr11-3118" "chr11" 102088545 102088737 2.14 1.78e-05
"ENSMUSG00000008855" "chr11-4410" "chr11" 102070819 102071011 2.33 3.39e-06
"ENSMUSG00000008855" "chr11-9666" "chr11" 102056693 102056885 5.61 1.24e-07
"ENSMUSG00000008976" "chr16-1462" "chr16" 84916660 84916864 2.49 1.8e-07
"ENSMUSG00000009035" "chr15-3186" "chr15" 79224105 79224297 2.48 2.26e-05
"ENSMUSG00000009073" "chr11-3717" "chr11" 4646748 4646940 2.14 1.78e-05
"ENSMUSG00000009075" "chr11-3717" "chr11" 4646748 4646940 2.14 1.78e-05
"ENSMUSG00000009076" "chr11-3717" "chr11" 4646748 4646940 2.14 1.78e-05
"ENSMUSG00000009356" "chr11-6397" "chr11" 87636477 87636669 2.75 2.45e-05
"ENSMUSG00000009394" "chr6-5485" "chr6" 115138570 115138762 2.67 1.77e-05
"ENSMUSG00000009418" "chr1-5119" "chr1" 137420578 137420782 2.52 4.04e-05
"ENSMUSG00000009470" "chr13-4328" "chr13" 99638598 99638802 3.03 8.08e-07
"ENSMUSG00000009470" "chr13-4300" "chr13" 99697497 99697689 2.64 6.68e-05
"ENSMUSG00000009470" "chr13-3867" "chr13" 99700511 99700715 4.04 1.47e-09
"ENSMUSG00000009569" "chr16-1400" "chr16" 13205184 13205388 2.07 2.06e-05
"ENSMUSG00000009569" "chr16-3535" "chr16" 13333831 13334035 2.9 9.81e-06
"ENSMUSG00000009621" "chr2-4686" "chr2" 27221648 27221852 2.83 1.89e-06
"ENSMUSG00000009633" "chr1-4023" "chr1" 195125186 195125390 3.13 6.5e-08
"ENSMUSG00000009741" "chr9-4069" "chr9" 113841475 113841667 2.36 3.79e-05
"ENSMUSG00000009772" "chr1-1786" "chr1" 134212732 134212924 2.3 2.11e-07
"ENSMUSG00000009828" "chr9-2168" "chr9" 77962860 77963052 2.21 1.1e-06
"ENSMUSG00000009828" "chr9-5751" "chr9" 77996250 77996454 3.61 9e-08
"ENSMUSG00000010066" "chr9-5325" "chr9" 107326666 107326858 2.52 3.27e-05
"ENSMUSG00000010086" "chr11-6696" "chr11" 61257872 61258076 3.03 3.18e-06
"ENSMUSG00000010095" "chr19-3042" "chr19" 8784148 8784352 3.37 4.51e-06
"ENSMUSG00000010392" "chr11-4970" "chr11" 76565686 76565878 3.8 3.91e-07
"ENSMUSG00000010803" "chr11-3973" "chr11" 41964661 41964865 2.22 3.35e-05
"ENSMUSG00000011148" "chr12-776" "chr12" 113867358 113867550 2.22 1.33e-09
"ENSMUSG00000011148" "chr12-5914" "chr12" 113860786 113860978 3.63 1.46e-06
"ENSMUSG00000011154" "chr7-7184" "chr7" 90986581 90986773 3.76 5.42e-06
"ENSMUSG00000011158" "chr12-1503" "chr12" 114220465 114220657 2.02 1.04e-05
"ENSMUSG00000011158" "chr12-4343" "chr12" 114249707 114249899 2.52 3.27e-05
"ENSMUSG00000011256" "chr11-6608" "chr11" 45915977 45916181 3.17 3.9e-06
"ENSMUSG00000011832" "chr8-2823" "chr8" 4169741 4169933 2.72 1.24e-06
"ENSMUSG00000011837" "chr8-5624" "chr8" 4255140 4255332 3.8 3.91e-07
"ENSMUSG00000012017" "chr16-3175" "chr16" 17808794 17808998 3.53 1.26e-06
"ENSMUSG00000012076" "chr12-6242" "chr12" 56922774 56922966 4.7 2.48e-07
"ENSMUSG00000012114" "chr16-1590" "chr16" 17721806 17721998 2.18 9.03e-05
"ENSMUSG00000012296" "chr17-4759" "chr17" 46406154 46406346 5.45 1.92e-09
"ENSMUSG00000012519" "chr8-3771" "chr8" 113861733 113861925 3.82 2.85e-08
"ENSMUSG00000012519" "chr8-6872" "chr8" 113866123 113866315 18.82 6.06e-17
"ENSMUSG00000012819" "chr10-3545" "chr10" 59813581 59813773 2.18 9.03e-05
"ENSMUSG00000012819" "chr10-3532" "chr10" 59836673 59836877 3.28 2.98e-07
"ENSMUSG00000012819" "chr10-3867" "chr10" 60102322 60102526 2.52 4.04e-05
"ENSMUSG00000013033" "chr8-2409" "chr8" 86438524 86438716 2.03 2.35e-05
"ENSMUSG00000013033" "chr8-2917" "chr8" 86431270 86431462 2.6 1.26e-07
"ENSMUSG00000013523" "chr2-6501" "chr2" 170226272 170226464 3.08 9.64e-07
"ENSMUSG00000013562" "chr17-4149" "chr17" 31680729 31680933 2.8 7.38e-06
"ENSMUSG00000013629" "chr5-4966" "chr5" 31382069 31382273 2.9 9.81e-06
"ENSMUSG00000013846" "chr15-5678" "chr15" 66871920 66872112 4.7 2.48e-07
"ENSMUSG00000013928" "chr7-6942" "chr7" 31072054 31072246 4.46 1.13e-06
"ENSMUSG00000014198" "chr11-5935" "chr11" 100539042 100539234 4.46 1.34e-09
"ENSMUSG00000014329" "chr10-4337" "chr10" 70487279 70487471 3.4 1.35e-06
"ENSMUSG00000014329" "chr10-3944" "chr10" 70621135 70621327 3.22 1.17e-06
"ENSMUSG00000014426" "chr17-3161" "chr17" 12417936 12418128 2.85 3.34e-05
"ENSMUSG00000014547" "chr14-2198" "chr14" 63502407 63502599 2.29 8.94e-05
"ENSMUSG00000014547" "chr14-4101" "chr14" 63555229 63555421 3.4 1.35e-06
"ENSMUSG00000014592" "chr4-4377" "chr4" 150470471 150470663 2.61 1.26e-05
"ENSMUSG00000014592" "chr4-4698" "chr4" 150441839 150442043 2.25 7.61e-05
