"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSMUSG00000005474" "chr5-7920" "chr5" 137095906 137096082 3.4 3.86e-06
"ENSMUSG00000005533" "chr7-4507" "chr7" 75298538 75298714 2.31 1.16e-05
"ENSMUSG00000005533" "chr7-4458" "chr7" 75141406 75141578 2.26 8.94e-05
"ENSMUSG00000005534" "chr8-3546" "chr8" 3256294 3256466 2.45 2.26e-05
"ENSMUSG00000005534" "chr8-4175" "chr8" 3214823 3214995 2.58 1.26e-05
"ENSMUSG00000005610" "chr7-4293" "chr7" 118300171 118300347 2.41 7.14e-06
"ENSMUSG00000005871" "chr18-2931" "chr18" 34413764 34413936 2.45 2.26e-05
"ENSMUSG00000005871" "chr18-2409" "chr18" 34415531 34415703 2.37 5.58e-05
"ENSMUSG00000005886" "chr1-5413" "chr1" 13323333 13323505 2.26 8.94e-05
"ENSMUSG00000005893" "chr6-2395" "chr6" 92060189 92060365 2.15 1.14e-05
"ENSMUSG00000005893" "chr6-6387" "chr6" 92044168 92044340 3.08 1.45e-05
"ENSMUSG00000005947" "chr11-8434" "chr11" 72901637 72901809 3.18 1.17e-06
"ENSMUSG00000005968" "chr3-5399" "chr3" 94416412 94416588 3.64 7.38e-08
"ENSMUSG00000006019" "chr7-7349" "chr7" 16812913 16813089 2.92 3.37e-05
"ENSMUSG00000006021" "chr7-8376" "chr7" 16711434 16711606 3.53 1.99e-05
"ENSMUSG00000006276" "chr8-3718" "chr8" 74939179 74939355 2.22 1.18e-05
"ENSMUSG00000006288" "chr14-2987" "chr14" 51394374 51394546 2.65 1.77e-05
"ENSMUSG00000006304" "chr1-8007" "chr1" 74303197 74303369 5.55 1.24e-07
"ENSMUSG00000006342" "chr10-1698" "chr10" 75105698 75105874 2 3.62e-06
"ENSMUSG00000006423" "chrX-786" "chrX" 34373925 34374101 2.47 6.39e-08
"ENSMUSG00000006435" "chr19-3283" "chr19" 47260177 47260349 3.76 3.91e-07
"ENSMUSG00000006526" "chr14-2363" "chr14" 31645697 31645873 2.3 7.67e-06
"ENSMUSG00000006699" "chr4-5440" "chr4" 136908967 136909143 2.65 1.26e-05
"ENSMUSG00000006906" "chr6-3391" "chr6" 83507478 83507654 2.43 1.06e-05
"ENSMUSG00000006920" "chr11-2142" "chr11" 101091882 101092058 2.1 3.1e-08
"ENSMUSG00000007107" "chr1-7543" "chr1" 174174132 174174304 4.9 5.16e-08
"ENSMUSG00000007476" "chr2-2432" "chr2" 30117037 30117213 2.08 3.55e-07
"ENSMUSG00000007476" "chr2-4123" "chr2" 30100375 30100547 2.45 4.32e-06
"ENSMUSG00000007480" "chr18-4633" "chr18" 68549202 68549378 6.46 4.02e-10
"ENSMUSG00000007617" "chr13-3639" "chr13" 94069495 94069671 2.28 6.35e-05
"ENSMUSG00000007721" "chr8-4329" "chr8" 73403476 73403652 2.04 8.21e-05
"ENSMUSG00000007815" "chr9-5236" "chr9" 108210616 108210788 2.45 2.26e-05
"ENSMUSG00000007817" "chr14-1935" "chr14" 26482589 26482761 2.2 2.69e-05
"ENSMUSG00000007817" "chr14-2079" "chr14" 26216771 26216943 2.45 4.32e-06
"ENSMUSG00000007817" "chr14-2550" "chr14" 26485004 26485180 2.78 1.13e-06
"ENSMUSG00000007872" "chr4-7229" "chr4" 135693716 135693892 3.21 3.3e-06
"ENSMUSG00000007880" "chr4-10276" "chr4" 133253859 133254035 3.21 3.3e-06
"ENSMUSG00000007880" "chr4-9308" "chr4" 133272139 133272311 3.72 5.42e-06
"ENSMUSG00000007989" "chr14-3776" "chr14" 65746177 65746353 2.83 6.17e-06
"ENSMUSG00000008153" "chr6-3235" "chr6" 124443108 124443284 2.36 2.64e-05
"ENSMUSG00000008305" "chr4-6239" "chr4" 71789573 71789749 2.76 4.49e-06
"ENSMUSG00000008393" "chr16-4802" "chr16" 8659994 8660166 2.94 4.44e-05
"ENSMUSG00000008429" "chr9-1402" "chr9" 24979397 24979573 2.01 1.23e-07
"ENSMUSG00000008683" "chr7-8096" "chr7" 125249845 125250017 3.27 1.76e-05
"ENSMUSG00000008734" "chr7-4312" "chr7" 126132164 126132340 2.23 1.79e-05
"ENSMUSG00000008976" "chr16-1105" "chr16" 84917581 84917757 2.35 2.63e-07
"ENSMUSG00000009013" "chr5-8714" "chr5" 115748817 115748993 2.68 7.12e-05
"ENSMUSG00000009090" "chr11-8942" "chr11" 4859442 4859614 2.94 4.44e-05
"ENSMUSG00000009093" "chr10-5057" "chr10" 75291444 75291616 4.31 8.11e-08
"ENSMUSG00000009356" "chr11-3586" "chr11" 87636504 87636676 2.12 2.67e-05
"ENSMUSG00000009418" "chr1-2331" "chr1" 137410708 137410884 2.04 6.25e-06
"ENSMUSG00000009418" "chr1-3374" "chr1" 137448164 137448340 2.59 2.86e-07
"ENSMUSG00000009575" "chr15-4094" "chr15" 103032720 103032896 2.26 4.17e-05
"ENSMUSG00000009621" "chr2-9382" "chr2" 27219336 27219508 3.92 1.4e-06
"ENSMUSG00000009621" "chr2-10557" "chr2" 27280246 27280418 3.72 5.42e-06
"ENSMUSG00000009828" "chr9-4243" "chr9" 77991731 77991903 2.58 1.26e-05
"ENSMUSG00000009828" "chr9-4670" "chr9" 77983141 77983313 2.61 6.68e-05
"ENSMUSG00000010066" "chr9-5221" "chr9" 107305777 107305949 2.37 5.58e-05
"ENSMUSG00000010066" "chr9-6516" "chr9" 107404744 107404916 3.27 1.76e-05
"ENSMUSG00000010175" "chr1-4837" "chr1" 191985989 191986165 2.6 8.78e-06
"ENSMUSG00000010311" "chr1-4247" "chr1" 135795498 135795674 2.41 5.96e-05
"ENSMUSG00000010796" "chr6-5284" "chr6" 17980513 17980689 2.76 4.49e-06
"ENSMUSG00000010797" "chr6-5284" "chr6" 17980513 17980689 2.76 4.49e-06
"ENSMUSG00000010936" "chr8-4846" "chr8" 113231962 113232138 2.25 2.73e-05
"ENSMUSG00000010936" "chr8-5379" "chr8" 113176911 113177083 2.72 2.45e-05
"ENSMUSG00000011158" "chr12-5964" "chr12" 114191484 114191660 2.41 5.96e-05
"ENSMUSG00000011256" "chr11-6767" "chr11" 45874297 45874469 2.69 9.4e-05
"ENSMUSG00000012017" "chr16-1584" "chr16" 17804545 17804721 2.45 1.92e-06
"ENSMUSG00000012282" "chr18-1725" "chr18" 34675348 34675520 2.39 2.06e-06
"ENSMUSG00000012519" "chr8-4851" "chr8" 113827811 113827987 3.06 6.61e-07
"ENSMUSG00000013076" "chr9-7277" "chr9" 14413235 14413411 2.41 5.96e-05
"ENSMUSG00000013236" "chr17-3568" "chr17" 56583728 56583904 3.44 6.98e-08
"ENSMUSG00000013236" "chr17-4719" "chr17" 56619226 56619402 2.61 4.96e-05
"ENSMUSG00000013539" "chr16-1653" "chr16" 18308179 18308351 2.61 3.37e-06
"ENSMUSG00000014039" "chr16-3608" "chr16" 98071094 98071266 2.37 5.58e-05
"ENSMUSG00000014158" "chr5-9017" "chr5" 115095548 115095720 3.1 5.69e-05
"ENSMUSG00000014164" "chr13-2926" "chr13" 58102252 58102428 2.26 4.17e-05
"ENSMUSG00000014329" "chr10-2989" "chr10" 70364288 70364464 2.23 1.79e-05
"ENSMUSG00000014355" "chr2-7111" "chr2" 128523591 128523767 2.19 9.63e-05
"ENSMUSG00000014361" "chr2-7111" "chr2" 128523591 128523767 2.19 9.63e-05
"ENSMUSG00000014444" "chr8-2517" "chr8" 125047705 125047877 3.32 4.2e-11
"ENSMUSG00000014592" "chr4-3721" "chr4" 151008164 151008340 2.48 2.83e-06
"ENSMUSG00000014592" "chr4-4660" "chr4" 150480507 150480683 2.23 1.79e-05
"ENSMUSG00000014592" "chr4-4017" "chr4" 150568823 150568999 2.18 6.27e-05
"ENSMUSG00000014592" "chr4-5069" "chr4" 151049729 151049905 2.47 1.58e-05
"ENSMUSG00000014599" "chr3-6453" "chr3" 107641219 107641391 3.76 3.91e-07
"ENSMUSG00000014602" "chr1-5682" "chr1" 94985126 94985298 3.36 1.35e-06
"ENSMUSG00000014850" "chr13-2532" "chr13" 93169276 93169452 2.1 5.89e-05
"ENSMUSG00000015202" "chr10-4752" "chr10" 3270901 3271077 2.93 8.3e-06
"ENSMUSG00000015222" "chr1-6900" "chr1" 66478450 66478626 2.55 3.41e-05
"ENSMUSG00000015305" "chr10-3391" "chr10" 8564814 8564990 2.69 3.21e-06
"ENSMUSG00000015305" "chr10-3120" "chr10" 8603406 8603582 2.34 2.13e-06
"ENSMUSG00000015305" "chr10-2822" "chr10" 8675594 8675766 2.01 8.02e-05
"ENSMUSG00000015461" "chr17-5873" "chr17" 34788424 34788596 4.31 8.11e-08
"ENSMUSG00000015542" "chr11-5948" "chr11" 115090707 115090883 2.43 1.06e-05
"ENSMUSG00000015575" "chr17-1903" "chr17" 26797054 26797230 2.25 1.21e-07
"ENSMUSG00000015647" "chr2-1630" "chr2" 179960296 179960472 2.09 2.51e-09
"ENSMUSG00000015647" "chr2-9044" "chr2" 179951658 179951834 2.55 3.41e-05
"ENSMUSG00000015647" "chr2-9043" "chr2" 179950926 179951102 2.83 6.17e-06
"ENSMUSG00000015647" "chr2-3179" "chr2" 179949328 179949500 2 1.57e-05
"ENSMUSG00000015652" "chr5-3093" "chr5" 5749023 5749199 2.04 3.47e-05
"ENSMUSG00000015709" "chr7-8626" "chr7" 91534429 91534605 3.06 1.08e-05
"ENSMUSG00000015745" "chr3-6145" "chr3" 95791412 95791588 4.25 3.97e-09
"ENSMUSG00000015749" "chr3-6145" "chr3" 95791412 95791588 4.25 3.97e-09
"ENSMUSG00000015766" "chr6-3841" "chr6" 137508420 137508596 2.59 1.58e-06
"ENSMUSG00000015829" "chr1-5268" "chr1" 161749628 161749800 2.65 1.77e-05
"ENSMUSG00000015829" "chr1-9894" "chr1" 161790802 161790974 5.88 2.16e-08
"ENSMUSG00000015829" "chr1-9889" "chr1" 161710102 161710274 3.33 6.9e-05
"ENSMUSG00000015846" "chr2-7535" "chr2" 27587670 27587842 2.65 1.77e-05
"ENSMUSG00000015869" "chr11-7947" "chr11" 116339694 116339866 2.58 1.26e-05
"ENSMUSG00000015879" "chr5-4138" "chr5" 45925541 45925713 2.61 3.37e-06
"ENSMUSG00000015882" "chr5-8653" "chr5" 46230945 46231117 3.27 1.76e-05
"ENSMUSG00000015981" "chr7-4670" "chr7" 146334319 146334495 2.09 2.49e-05
"ENSMUSG00000015981" "chr7-5001" "chr7" 146324501 146324673 2.31 2.57e-05
"ENSMUSG00000016194" "chr1-3471" "chr1" 195051497 195051673 2.23 1.79e-05
"ENSMUSG00000016487" "chr6-8595" "chr6" 146857088 146857264 3.35 9.69e-07
"ENSMUSG00000016520" "chr5-6437" "chr5" 147837831 147838007 2.36 2.64e-05
"ENSMUSG00000016541" "chr15-6987" "chr15" 85245557 85245729 3.72 5.42e-06
"ENSMUSG00000016552" "chr15-5275" "chr15" 77766059 77766231 2.94 1.14e-05
"ENSMUSG00000016933" "chr2-5487" "chr2" 160584547 160584719 2.45 2.26e-05
"ENSMUSG00000016995" "chr2-8142" "chr2" 164227360 164227532 2.94 1.14e-05
"ENSMUSG00000017007" "chr2-8142" "chr2" 164227360 164227532 2.94 1.14e-05
"ENSMUSG00000017009" "chr2-3951" "chr2" 164258219 164258395 2.22 1.18e-05
"ENSMUSG00000017132" "chr11-2663" "chr11" 118061528 118061704 2.07 1.53e-07
"ENSMUSG00000017132" "chr11-7230" "chr11" 118098646 118098818 2.45 2.26e-05
"ENSMUSG00000017412" "chr2-3605" "chr2" 52366065 52366241 2.25 1.46e-06
"ENSMUSG00000017412" "chr2-6320" "chr2" 52359812 52359988 2.3 9.67e-05
"ENSMUSG00000017466" "chr11-2782" "chr11" 118185015 118185191 2.01 1.02e-06
"ENSMUSG00000017548" "chr11-1819" "chr11" 79787216 79787392 2.73 2.85e-15
"ENSMUSG00000017631" "chr11-3368" "chr11" 76256334 76256510 2.15 1.14e-05
"ENSMUSG00000017713" "chr11-4794" "chr11" 117751865 117752041 2.09 1.62e-05
"ENSMUSG00000017716" "chr11-4793" "chr11" 117706192 117706368 2.26 4.17e-05
"ENSMUSG00000017718" "chr11-2661" "chr11" 117693561 117693737 2.24 5.31e-08
"ENSMUSG00000017718" "chr11-4793" "chr11" 117706192 117706368 2.26 4.17e-05
"ENSMUSG00000017740" "chr2-4493" "chr2" 164805500 164805676 5.39 8.13e-16
"ENSMUSG00000017802" "chr11-5045" "chr11" 100972223 100972395 2.69 1.24e-06
"ENSMUSG00000017843" "chr12-1235" "chr12" 111838241 111838417 2.04 5.96e-08
"ENSMUSG00000017897" "chr2-13304" "chr2" 165571276 165571448 3.08 1.45e-05
"ENSMUSG00000017978" "chr6-2820" "chr6" 23199512 23199688 2.09 2.49e-05
"ENSMUSG00000017978" "chr6-5298" "chr6" 23200239 23200415 2.72 1.78e-05
"ENSMUSG00000018001" "chr5-5882" "chr5" 144466245 144466417 3.06 3.73e-06
"ENSMUSG00000018166" "chr10-1471" "chr10" 128026794 128026970 2.11 1.66e-07
"ENSMUSG00000018166" "chr10-2601" "chr10" 128025298 128025470 2.17 8.09e-06
"ENSMUSG00000018171" "chr11-6307" "chr11" 86400341 86400517 2.89 9.77e-08
"ENSMUSG00000018171" "chr11-10194" "chr11" 86412150 86412326 3.74 2.8e-07
"ENSMUSG00000018326" "chr2-8001" "chr2" 163835769 163835945 2.68 7.12e-05
"ENSMUSG00000018334" "chr11-12001" "chr11" 78815527 78815699 6.21 3.57e-09
"ENSMUSG00000018363" "chr11-9687" "chr11" 106734850 106735022 3.08 1.45e-05
"ENSMUSG00000018372" "chr11-1840" "chr11" 106679716 106679892 2.07 4.33e-08
"ENSMUSG00000018411" "chr11-3750" "chr11" 104168542 104168718 2.4 1.08e-07
"ENSMUSG00000018411" "chr11-7107" "chr11" 104113911 104114083 3.05 9.64e-07
"ENSMUSG00000018427" "chr11-6310" "chr11" 86730103 86730279 2.36 2.64e-05
"ENSMUSG00000018427" "chr11-4985" "chr11" 86712682 86712854 2.34 3.79e-05
"ENSMUSG00000018595" "chrX-1121" "chrX" 133281925 133282101 2.38 3.97e-05
"ENSMUSG00000018651" "chr11-5015" "chr11" 83934790 83934966 2.17 4.09e-05
"ENSMUSG00000018698" "chr11-5388" "chr11" 84376621 84376797 2.26 4.17e-05
"ENSMUSG00000018707" "chr12-1235" "chr12" 111838241 111838417 2.04 5.96e-08
"ENSMUSG00000018796" "chr8-8070" "chr8" 47585209 47585381 3.1 5.69e-05
"ENSMUSG00000018849" "chr11-7924" "chr11" 35737818 35737994 3.74 2.8e-07
"ENSMUSG00000018858" "chr11-3272" "chr11" 115271976 115272148 2.09 5.3e-06
"ENSMUSG00000018882" "chr11-5853" "chr11" 97162388 97162564 2.18 6.27e-05
"ENSMUSG00000018893" "chr15-2486" "chr15" 76817114 76817290 2.15 1.14e-05
"ENSMUSG00000018932" "chr11-4242" "chr11" 60816638 60816810 2.29 1.74e-05
"ENSMUSG00000018932" "chr11-5750" "chr11" 60746913 60747085 2.94 7.64e-07
"ENSMUSG00000018995" "chr7-3525" "chr7" 104228211 104228387 2.1 9.07e-05
"ENSMUSG00000019124" "chr6-4419" "chr6" 54508482 54508654 2.49 3.27e-05
"ENSMUSG00000019146" "chr15-1327" "chr15" 77947664 77947840 2.07 1.53e-07
"ENSMUSG00000019146" "chr15-3928" "chr15" 77912646 77912822 3.06 1.65e-07
"ENSMUSG00000019146" "chr15-5883" "chr15" 77911492 77911668 2.45 8.91e-05
"ENSMUSG00000019188" "chr2-4438" "chr2" 152481481 152481657 2.1 3.83e-05
"ENSMUSG00000019326" "chr11-3254" "chr11" 101199424 101199600 2.22 4.19e-07
"ENSMUSG00000019478" "chr8-7432" "chr8" 126315333 126315509 2.61 4.96e-05
"ENSMUSG00000019478" "chr8-7671" "chr8" 126349582 126349754 2.94 1.14e-05
"ENSMUSG00000019577" "chr6-3556" "chr6" 5447394 5447570 2.18 6.27e-05
"ENSMUSG00000019699" "chr1-3449" "chr1" 179105145 179105321 2.15 1.14e-05
"ENSMUSG00000019699" "chr1-4353" "chr1" 178942105 178942281 2.19 9.63e-05
"ENSMUSG00000019699" "chr1-3338" "chr1" 178915733 178915905 2.07 8.66e-05
"ENSMUSG00000019726" "chr13-1421" "chr13" 13731023 13731195 2.57 1.26e-07
"ENSMUSG00000019762" "chr10-5328" "chr10" 6810636 6810808 3.59 1.46e-06
"ENSMUSG00000019763" "chr10-4277" "chr10" 5950737 5950909 2.34 3.79e-05
"ENSMUSG00000019768" "chr10-6044" "chr10" 5330746 5330918 3.1 5.69e-05
"ENSMUSG00000019769" "chr10-6044" "chr10" 5330746 5330918 3.1 5.69e-05
"ENSMUSG00000019774" "chr10-3915" "chr10" 4521273 4521449 2.95 2.06e-06
"ENSMUSG00000019775" "chr10-3915" "chr10" 4521273 4521449 2.95 2.06e-06
